"InstanceName","MaxHS","maxino2018","Open-WBO-g","Open-WBO-ms","Open-WBO-ms-pre","QMaxSAT2018","UWrMaxSat-1.0"
"MinFill_R0_queen8_12.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R0_queen8_8.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R1_games120.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R10_anna.wcnf",3.18,6.49,3600,3600,3145.86,49.97,67.64
"MinFill_R3_david.wcnf",57.48,3600,3600,3600,3600,2554.61,3600
"MinFill_R3_miles1000.wcnf",2955.18,3600,3600,3600,3600,3600,3600
"MinFill_R3_miles750.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R4_miles500.wcnf",3600,3600,3600,3600,3600,3600,3600
"mrisc_mem2wire.wcnf",212.23,19.02,48.62,231.12,117.81,40.72,16
"mrisc-debugdimacs.wcnf",36.57,17.23,2.4,104.94,85.52,3600,9.9
"mul_8_11.wcnf",3600,3600,3600,3600,3600,3600,3600
"mul_8_13.wcnf",3600,3600,3600,3600,3600,3600,3600
"mul_8_14.wcnf",3600,3600,3600,3600,3600,3600,3600
"mul_8_3.wcnf",164,3600,3600,1646.6,3600,3600,3600
"mul_8_9.wcnf",3600,3600,3600,3600,3600,3600,3600
"new-thyroid.wcnf",33.41,22.39,10.4,43.43,50.21,3600,12.03
"normalized-5xp1bopbmsat.wcnf",0.27,0.87,0.09,6.28,7.23,10.86,0.21
"normalized-alu4bopbmsat.wcnf",0.47,3600,3600,3600,3600,3600,3600
"normalized-apex4aopbmsat.wcnf",4.19,0.45,0.19,0.56,0.18,3600,2.33
"normalized-bench1piopbmsat.wcnf",2.6,3600,3600,3600,3600,3600,3600
"normalized-countbopbmsat.wcnf",0.16,0.03,0.03,4.95,5.6,12.46,0.12
"normalized-e64bopbmsat.wcnf",0.86,1.26,0.16,2.71,3.41,3600,3.57
"normalized-ex5piopbmsat.wcnf",2.65,3600,3600,3600,3600,3600,3128.7
"normalized-exampiopbmsat.wcnf",2.33,3600,3600,3600,71.37,3600,3600
"normalized-f2000.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-f20c10b_005_area_delay.wcnf",168.94,1.01,1.62,18.43,107.53,1.51,2.84
"normalized-f20c10b_024_area_delay.wcnf",24.93,0.2,18.09,134.42,7.75,1.25,0.34
"normalized-f51mbopbmsat.wcnf",0.17,0.04,0.05,6.09,5.32,38.09,0.08
"normalized-fir06_area_opers.wcnf",59.32,0.31,0.3,1.45,14.96,1.09,1.19
"normalized-fir09_area_opers.wcnf",945.97,1.72,2.23,53.2,70.29,11.52,17.64
"normalized-g100x100opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-g15x15opbmsat.wcnf",110.23,2500.91,32.92,24.3,19.77,61.79,92.83
"normalized-ii8a3.wcnf",2.46,170.1,3600,1140.11,8.9,3600,0.07
"normalized-jac3opbmsat.wcnf",2.9,0.32,74.73,320.49,862.1,3600,0.96
"normalized-m100_300_10_15r.wcnf",3.77,3600,3600,3600,3600,3600,3600
"normalized-max1024piopbmsat.wcnf",1.09,80.31,3600,3600,3600,3600,3600
"normalized-mps-v2-20-10-stein45opbmsat.wcnf",39.67,124.85,24.02,52,55.47,7.28,35.85
"normalized-par32-1opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-2opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-3opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-4.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-4opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-5opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-prom2piopbmsat.wcnf",1.86,3600,1326.61,757.78,3600,3600,3600
"normalized-rotbopbmsat.wcnf",0.96,3600,3600,3600,72.33,3600,837.91
"normalized-sao2bopbmsat.wcnf",0.12,0,39.54,63.46,0.35,595.7,0.02
"normalized-saucierr.wcnf",75.98,935.23,132.23,571.78,1536.81,2006.65,3600
"normalized-ssa7552-038opbmsat.wcnf",2.82,22.04,2.72,10.36,3600,3.35,0.64
"normalized-ssa7552-158opbmsat.wcnf",1.89,0.3,1.34,1.34,3600,1.54,0.43
"normalized-ssa7552-159opbmsat.wcnf",2.05,0.72,1.42,1.42,3600,1.69,0.47
"normalized-ssa7552-160opbmsat.wcnf",2.19,0.42,1.45,1.44,3600,2.37,0.5
"normalized-test4piopbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"orb08-894-1058.wcnf",28.87,12.83,12.31,155.46,75.79,9.55,13.58
"p_hat300-1clq.wcnf",237.28,23.28,37.55,49.69,52.36,7.95,3.51
"p_hat300-2clq.wcnf",210.15,984.86,591.71,232.38,181.12,1003.72,13.41
"p_hat300-3clq.wcnf",3600,3600,3600,3600,3600,3600,3600
"p_hat700-3clq.wcnf",3600,3600,3600,3600,3600,3600,3600
"p15.wcnf",54.03,3.77,49.88,82.77,77.49,9.16,6.14
"p1wcnft.wcnf",3600,336.77,366.07,168.2,373.5,65.06,255.34
"parkinsons_train_6_DNF_4_1.wcnf",3.78,1.89,0.2,6.57,6.55,2.05,0.57
"pesp_18Min.wcnf",3600,3600,3600,3600,3600,3600,3600
"pesp_5min.wcnf",3600,3600,3600,3600,3600,1619.27,3600
"pima_train_5_CNF_2_1.wcnf",3600,414.43,1406.78,897.29,101.16,3600,10.48
"ram_k3_n10ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n11ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n12ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n13ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n14ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n15ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n16ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n17ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n18ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n19ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n20ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n9ra0.wcnf",0.94,0.95,1.43,0.67,0.81,3600,0.94
"ram_k4_n18ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k4_n19ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k4_n20ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"rand179_l2.wcnf",1.18,0.78,0.36,0.47,0.44,8.49,1.43
"rand196_l2.wcnf",1.22,1.3,0.42,0.58,0.52,13.29,2.34
"rand209_l2.wcnf",0.79,0.69,0.26,0.32,0.35,10.84,1
"rand21_l2.wcnf",1.13,1.28,0.55,0.84,0.64,28.82,2.23
"rand290_l2.wcnf",1.07,1.02,0.47,0.62,0.64,5.07,1.96
"rand308_l2.wcnf",0.71,0.34,0.23,0.27,0.27,10.39,0.5
"rand313_l2.wcnf",0.79,1,0.4,0.5,0.39,11.03,1.83
"rand507_l2.wcnf",0.44,0.36,0.22,0.24,0.28,3.91,0.59
"rand7_l2.wcnf",0.73,0.56,0.31,0.38,0.32,4.25,0.86
"rand717_l2.wcnf",1.18,0.93,0.38,0.38,0.44,16.66,1.52
"rand943_l2.wcnf",1.11,0.74,0.31,0.37,0.49,14.06,1.52
"rand984_l2.wcnf",1.15,0.67,0.29,0.35,0.42,5.89,1.25
"real-5.wcnf",2.63,5.33,7.55,8.86,3.14,66.61,2.53
"real-6.wcnf",2.39,1.01,0.53,1.69,23.27,0.37,2.54
"rev66-10.wcnf",3600,250,116.29,104.81,107.99,88.95,164.53
"rev66-12.wcnf",3600,3600,3600,921.55,1015.93,3296,3600
"rev66-14.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-16.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-18.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-20.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-22.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-24.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-26.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-28.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-30.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-32.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-6.wcnf",36.21,2.1,0.94,8.68,8.33,0.48,1.37
"rev66-8.wcnf",3600,54.32,36.54,51.74,45.41,19.7,44.09
"rsdecoder_fsm1dimacsfiltered.wcnf",218.76,7.17,2.68,10.39,18.06,863.92,6.25
"rsdecoder-debugdimacs.wcnf",47.68,23.61,2.52,2.87,45.18,3600,29.4
"rsdecoder-problemdimacs_34filtered.wcnf",58.52,8.86,1.89,289.64,53.39,186.15,4.37
"s38417_nan_explicit_0_0.wcnf",1.33,0.4,1.21,1.33,3.63,0.27,1.28
"s38584_nan_explicit_12_0.wcnf",3600,90.12,82.43,180.99,172.79,3600,95.28
"s38584_nan_explicit_13_0.wcnf",3600,54.35,75.13,121.27,140.01,3600,46.89
"s38584_nan_explicit_15_0.wcnf",3600,479.74,3600,2186.94,2054.6,3600,127.05
"s38584_nan_explicit_19_0.wcnf",3600,55.24,55.85,132.68,106.8,641.53,66.73
"s38584_nan_explicit_26_0.wcnf",3600,43.5,17.62,111.55,161.83,38.18,46.67
"s38584_nan_explicit_27_0.wcnf",3600,55.38,40.92,168.16,85.53,507.59,43.79
"s38584_nan_explicit_29_0.wcnf",3600,28.9,25.93,97.91,70.58,51.27,26.46
"s38584_nan_explicit_3_0.wcnf",3600,1191.95,3600,3600,1666.99,3600,50.32
"s38584_nan_explicit_30_0.wcnf",3600,79.47,45.7,98.87,111.8,2141.76,39.01
"s38584_nan_explicit_31_0.wcnf",3600,52.17,104.59,164.65,132.26,85.94,50.34
"s38584_nan_explicit_33_0.wcnf",3600,20.36,14.12,151.3,37.83,27.45,23.82
"s38584_nan_explicit_34_0.wcnf",3600,25.41,25.74,58.04,95.2,64.04,31.6
"s38584_nan_explicit_35_0.wcnf",3600,28.15,24.76,32.27,24.92,159.94,29.54
"s38584_nan_explicit_37_0.wcnf",3600,16.59,12.72,150.17,21.96,21.74,24.84
"s38584_nan_explicit_4_0.wcnf",3600,3600,3600,3600,3600,3600,82.02
"s38584_nan_explicit_40_0.wcnf",3600,17.12,19.93,125.46,86.21,31.39,22.84
"s38584_nan_explicit_41_0.wcnf",3600,27.13,18.78,121.32,85.49,92.11,29.57
"s38584_nan_explicit_49_0.wcnf",337.24,22.8,12.33,27.6,21.24,17.02,28.03
"s38584_nan_explicit_5_0.wcnf",3600,3600,3600,3600,3600,3600,472.91
"s38584_nan_explicit_8_0.wcnf",3600,3600,3600,3600,3600,3600,3600
"san1000clq.wcnf",2.09,3600,41.76,63.52,225.15,3600,3.48
"san200_09_3clq.wcnf",0.3,3600,1019.56,803.81,1866.57,3600,4.38
"san400_05_1clq.wcnf",480.68,3600,3600,3600,1024.74,3600,3600
"sandiaproteingwcnft.wcnf",3600,180.13,198.28,83.59,243.42,33.12,156.3
"sanr200_07clq.wcnf",3600,3600,3600,3600,3600,3600,3600
"SAT_RACE06__velev-pipe-sat-10-b9cnfwcnf2.wcnf",206.92,50.67,7.19,31.97,190.75,111.01,38.88
"SAT_RACE08__cnf__ibm-2004-01-k90cnfwcnf10.wcnf",9.97,2.83,285.29,475.36,370.5,3600,1.11
"SAT02__industrial__biere__dinphil__dp10s10shuffledcnfwcnf8.wcnf",898.41,145.3,130.97,227.99,224.47,176.77,53.07
"SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug6_q0used-assat04-725cnfwcnf3.wcnf",478.44,235.34,5.17,22.31,106.06,380.59,96.73
"SAT07__industrial__vliw_sat_40__9vliw_m_9stages_iq3_C1_bug5cnfwcnf1.wcnf",235.45,143.64,5.85,6.38,134.46,3600,63.59
"SAT07__industrial__vliw_sat_40__9vliw_m_9stages_iq3_C1_bug6cnfwcnf3.wcnf",234.72,101.02,5.45,6.03,137.83,575.73,63.91
"SAT09__APPLICATIONS__satComp09_BioInstances__rbcl_xits_18_SATcnfwcnf2.wcnf",0.59,1.34,9.26,15.97,9.67,52.64,0.93
"SAT11__application__fuhs__AProVE11__AProVE11-09cnfwcnf4.wcnf",1801.29,346.33,3261.14,3600,3600,1945.38,526.47
"SAT11__application__fuhs__AProVE11__AProVE11-10cnfwcnf3.wcnf",3600,3600,58.46,82.26,15.9,3600,3600
"SAT11__application__fuhs__AProVE11__AProVE11-12cnfwcnf2.wcnf",162.4,24.04,46.85,105.12,78.35,100.82,33.43
"SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16cnfwcnf7.wcnf",23.43,0.96,71.08,261.23,2.73,570.51,2.42
"SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16cnfwcnf8.wcnf",24.54,0.97,7.93,217.26,2.53,1028.01,2.91
"SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitincnfwcnf4.wcnf",315.44,124.22,165.04,379.17,581.94,3600,292.41
"SAT11__application__leberre__2dimensionalstrippacking__E05F18cnfwcnf8.wcnf",1023.94,105.54,62.03,85.46,73.11,119.17,25.81
"SAT11__application__manthey__traffic__traffic_3_uc_satcnfwcnf8.wcnf",301.58,309.58,2.86,3.6,6.14,3600,148.47
"SAT11__application__rintanen__SATPlanning__blocks-blocks-36-0170-NOTKNOWNcnfwcnf6.wcnf",972.76,1459.78,199.81,1164.75,860.87,3600,365.61
"SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3085-SATcnfwcnf1.wcnf",102.56,1525.15,1.81,2.98,5.78,3600,78.72
"SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3085-SATcnfwcnf5.wcnf",51.53,1.35,1.54,2.42,8.45,3600,6.32
"sbox_4.wcnf",0.2,0.27,0.12,3.12,8.98,1822.05,0.21
"sbox_8.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpclr10_maxsat.wcnf",12.58,3600,3600,3600,3600,3600,3600
"scpclr11_maxsat.wcnf",2929.1,3600,3600,3600,3600,3600,3600
"scpclr12_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpclr13_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc06_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc07_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc08_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc09_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc10_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc11_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"simp-ibd_5004.wcnf",3600,38.34,12.78,17.4,18.28,10.26,7.53
"soybean.wcnf",3600,3600,3600,3600,3600,3600,3600
"spi-debugdimacs.wcnf",65.89,44.66,5.28,714.36,176.35,3600,13.65
"spi-problemdimacs_42filtered.wcnf",66.31,136.63,12.2,20.35,389.81,3600,16.73
"spi.wcnf",3600,2.14,10.22,31.87,31.57,2.61,5.11
"splitedReads_0matrix.wcnf",791.71,3600,3600,3600,3600,3600,308.58
"splitedReads_158matrix.wcnf",7.2,1.44,0.36,0.55,0.99,8.73,1.85
"splitedReads_160matrix.wcnf",10.23,1.82,0.43,0.69,1.1,6.98,2.32
"splitedReads_18matrix.wcnf",4.95,0.87,0.81,1.88,0.27,6.48,1.19
"splitedReads_414matrix.wcnf",7.38,1.39,1.2,2.09,1.32,7.85,1.73
"Stat_vs_Exp_151_12lpsm-extracted.wcnf",3.61,1.36,14.84,15.07,4.15,5.79,5.93
"Stat_vs_Exp_58_12lpsm-extracted.wcnf",3.21,1.31,14.68,15.11,4.13,3.91,5.6
"Stat_vs_Exp_72_12lpsm-extracted.wcnf",3.63,1.32,14.81,15.06,3.86,5.43,6.52
"sudoku-debugdimacs.wcnf",28.98,18.06,2.89,3.75,53.31,3600,10.61
"sudoku.wcnf",2955,3.21,8.36,216.16,22.05,4.52,5.18
"synthetic-12.wcnf",0.24,0.97,0.1,0.11,0.39,27.25,0.22
"synthetic-14.wcnf",0.07,0.06,0.04,0.04,0.15,4.11,0.06
"synthetic-21.wcnf",0.28,0.81,1.68,1.7,0.54,88.34,0.24
"tae.wcnf",3600,451.5,3600,3600,299.63,3600,264.58
"teams16_l6acnf.wcnf",6.88,1.81,2.1,17.06,17.32,11.04,1.47
"TEAMS20_l10aacnf.wcnf",3.45,0.38,5.94,30.22,0.5,13.24,0.28
"teams24_l5acnf.wcnf",71.14,3.95,3600,3600,3600,3600,0.92
"threshold128_0.wcnf",57.41,100.11,161.93,62.35,3600,3600,109.43
"threshold128_2.wcnf",57.23,383.6,159.74,78.58,3600,3600,138.94
"threshold128_3.wcnf",1.02,120.59,69.38,37.39,3600,3600,2.77
"threshold128_4.wcnf",3.12,142.6,30.45,68.11,3600,3600,85.87
"threshold128_5.wcnf",49.81,244.56,325.33,93.27,3600,3600,11.37
"threshold128_6.wcnf",33.55,133.46,87.04,51.03,3600,3600,66.49
"threshold128_8.wcnf",58.47,882.79,62.94,198.21,3600,3600,710.06
"tictactoe_train_1_CNF_3_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"tictactoe_train_3_DNF_1_1.wcnf",9.69,0.71,0.96,5.28,5.16,3.13,0.25
"titanic_train_0_CNF_4_1.wcnf",3600,3600,3600,3600,2573.24,3600,3600
"titanic_train_1_CNF_2_1.wcnf",12.04,16.85,198.04,213.49,174.88,33.92,1.05
"titanic_train_1_CNF_5_1.wcnf",3600,3600,3600,3600,3255.67,3600,3600
"titanic_train_9_CNF_2_1.wcnf",23.86,70.77,197.06,270.97,145.41,37.59,1.44
"toms_test_0_CNF_4_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"toms_test_1_DNF_5_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"toms_train_2_CNF_5_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_1c75_N69.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_1dj7_N73.wcnf",3600,3600,3600,3600,3427.26,3600,3600
"TWComp_1dp_N76.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_1en2_N69.wcnf",840.81,317.13,560.25,550.53,368.79,165.48,635.82
"TWComp_celar02_N100.wcnf",19.01,9.07,2,44.89,30.41,1.12,10.73
"TWComp_celar09pp_N67.wcnf",3.75,1.53,16.38,32.17,20.41,0.2,1.93
"TWComp_david_N87.wcnf",18.25,11.58,12.55,72.59,52.03,7.26,25.58
"TWComp_eil51tsp_N51.wcnf",3600,2910.12,3600,1331.57,920.4,317.56,351.29
"TWComp_hepar2_N70.wcnf",4.64,1.96,17,32.95,0.3,0.33,2.43
"TWComp_huck_N74.wcnf",5.97,2.65,17.44,40.46,31.69,0.54,3.2
"TWComp_jean_N77.wcnf",6.9,3.11,0.57,22.59,31.21,0.59,3.8
"TWComp_miles500_N128.wcnf",367.92,181.35,789.15,830.95,510.27,173.61,173.67
"TWComp_mulsoli5-pp_N119.wcnf",3600,1504.9,3600,1041.17,818.27,149.2,1287.14
"TWComp_myciel4_N23.wcnf",8.78,8.63,11.87,39.91,23.29,7.17,12.72
"TWComp_myciel5_N47.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_oesoca+_N67.wcnf",136.24,85.01,125.24,190.47,95.85,103.44,112.29
"TWComp_pathfinder_N109.wcnf",25.13,11.56,1.57,36.5,33.54,1.46,14.72
"TWComp_queen5_5_N25.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_queen6_6_N36.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_queen7_7_N49.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_ship-ship-pp_N30.wcnf",227.48,31.49,40.95,69.63,50.61,28.74,44.84
"TWComp_win95pts_N76.wcnf",6.75,3.22,1.33,24.79,28.66,0.94,3.76
"twitter_test_0_CNF_2_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"twitter_test_1_CNF_5_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"twitter_test_9_CNF_4_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-nr-nr130-nc43-n3-k2-rpp4-ppr2-plb50.wcnf",11.37,4.72,2.37,6.87,3.5,10.02,0.66
"uaq-nr-nr150-nc50-n3-k2-rpp4-ppr2-plb50.wcnf",1216.75,173.62,92.81,106.17,33.8,562.36,32.39
"uaq-nr-nr220-nc73-n3-k2-rpp4-ppr2-plb50.wcnf",33.95,36.98,949.81,450.1,132.86,3600,6.74
"uaq-nr-nr240-nc80-n3-k2-rpp4-ppr2-plb50.wcnf",48.71,59.73,2747.07,1341.23,61.44,3600,7.03
"uaq-nr-nr340-nc113-n3-k2-rpp4-ppr2-plb50.wcnf",1.78,14.23,3600,3600,384.87,3600,0.55
"uaq-plb-nr250-nc83-n5-k2-rpp3-ppr5-plb100.wcnf",844.32,100.93,148.21,121.43,29.64,179.76,8.03
"uaq-plb-nr250-nc83-n5-k2-rpp3-ppr5-plb90.wcnf",3600,3600,2850.06,1174.69,252.59,3600,277.33
"uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr5-plb100.wcnf",3600,78.06,22.47,32.08,29.06,15.94,30.55
"uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr6-plb100.wcnf",3600,3600,3600,1430.57,665.94,3600,3600
"uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr11-plb100.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr13-plb100.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr6-plb100.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr9-plb100.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-rpp-nr100-nc33-n3-k2-rpp28-ppr2-plb20.wcnf",153.49,82.31,25.88,54.63,79.01,24.1,88.56
"uaq-rpp-nr100-nc33-n3-k2-rpp6-ppr2-plb20.wcnf",2.9,11.55,4.38,11.12,5.31,10.65,4.27
"UAutomizer_4BitCounterPointer_true-termination_true-valid-memsafetyc_Abstraction1.wcnf",0.23,0.09,0.12,0.11,0.55,1.4,0.37
"UAutomizer_AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflowc_Abstraction1.wcnf",0,0,0,0.01,0.01,3600,0
"UAutomizer_c03-alloca_true-termination_true-no-overflowci_Abstraction3.wcnf",0.25,0.11,0.12,0.13,0.6,1.8,0.43
"UAutomizer_CookSeeZuleger-2013TACAS-Fig7b-alloca_true-terminationci_Abstraction3.wcnf",0.33,0.14,0.16,0.16,0.78,2.63,0.53
"UAutomizer_cstrpbrk_diffterm_alloca_true-terminationci_Abstraction4.wcnf",0.08,0.02,0.04,0.04,0.16,3600,0.12
"UAutomizer_ll_append-alloca_false-terminationci_Abstraction1.wcnf",0.23,0.11,0.12,0.12,0.55,1.06,0.37
"UAutomizer_LogAG_true-termination_true-no-overflowc_Abstraction2.wcnf",0,0,0.01,0,0.01,3600,0
"UAutomizer_NestedRecursion_2b_false-termination_true-valid-memsafetyc_Abstraction2.wcnf",0.33,0.2,0.17,0.18,0.77,2.19,0.51
"vga-debugdimacs.wcnf",28.63,2.58,1.52,1.84,0.25,36.14,2.72
"wb_4m8s3dimacsfiltered.wcnf",22.64,10.73,2.9,3.49,22.28,3600,9.83
"wb_conmax3dimacsfiltered.wcnf",259.03,63.76,6.19,243.49,88.2,3600,13.58
"wb-debugdimacs.wcnf",20.1,27.61,2.56,2.27,7.99,3600,4.83
"wb1dimacsfiltered.wcnf",43.78,4.82,1.16,1.27,1.06,3600,3.85
"wdbc_train_0_CNF_3_1.wcnf",3600,3600,3600,3600,1946.01,3600,3600
"wdbc_train_1_CNF_1_1.wcnf",1.11,0.02,0.23,0.77,0.45,0.46,0.04
"we.wcnf",3600,3600,3600,3600,3600,3600,3600
"wolfram72_1.wcnf",4.99,6.01,20.27,56.88,3600,3600,5.51
"wolfram72_5.wcnf",15.18,4.94,24.12,84.7,3600,3600,8.93
"wolfram72_7.wcnf",4.92,4.13,17.74,54.4,3600,3600,3.74
"wolfram72_8.wcnf",19.81,19.21,23.03,69.24,3600,3600,4.34
"wolfram72_9.wcnf",1.09,12.18,29.89,73.68,3600,3600,3.22
"wolfram80_1.wcnf",25.67,103.17,66.51,104.51,3600,3600,16.6
"wolfram80_5.wcnf",29.94,170.45,63.72,75.81,3600,3600,10.96
"wolfram80_6.wcnf",17.27,19.16,27.55,108.4,3600,3600,12.39
"wolfram80_9.wcnf",5.43,8.5,30.84,121.02,3600,3600,33.11
"wqueens14_12wcspdir.wcnf",18.24,0.05,0.02,1.85,5.88,0.04,0.09
"wqueens16_14wcspdir.wcnf",301.27,0.18,0.1,0.01,6.91,0.06,0.8
"wqueens18_16wcspdir.wcnf",302.67,1.41,0.13,7.03,7.54,0.19,0.46
