"InstanceName","MaxHS","maxino2018","Open-WBO-g","Open-WBO-ms","Open-WBO-ms-pre","QMaxSAT2018","UWrMaxSat-1.0"
"MinFill_R0_queen6_6.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R0_queen8_12.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R0_queen8_8.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R1_games120.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R10_anna.wcnf",3.09,6.4,3600,3600,2959.7,49.71,67.8
"MinFill_R3_david.wcnf",48.09,3600,3600,3600,3600,2265.25,3600
"MinFill_R3_miles1000.wcnf",2261.62,3600,3600,3600,3600,3600,3600
"MinFill_R3_miles750.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R4_miles500.wcnf",3600,3600,3600,3600,3600,3600,3600
"mrisc_mem2wire.wcnf",162.91,13.23,34.32,160.03,113.07,27.55,14.98
"mrisc-debugdimacs.wcnf",35.76,15.96,2.51,91.55,83.27,361.3,9.2
"mul_8_11.wcnf",3600,3600,3600,3600,3600,3600,3600
"mul_8_13.wcnf",3600,3600,3600,3600,3600,3600,3600
"mul_8_14.wcnf",3600,3600,3600,3600,3600,3600,3600
"mul_8_3.wcnf",153.23,3600,3600,1577.59,3600,3600,3600
"mul_8_9.wcnf",3600,3600,3600,3600,3600,3600,3600
"new-thyroid.wcnf",33.69,21.92,9.89,41.57,47.93,3600,12.33
"normalized-5xp1bopbmsat.wcnf",0.26,0.85,0.1,6.04,7.03,10.67,0.21
"normalized-alu4bopbmsat.wcnf",0.47,3600,3600,3600,3600,3600,3600
"normalized-apex4aopbmsat.wcnf",4.51,0.47,0.19,0.57,0.16,3600,2.36
"normalized-bench1piopbmsat.wcnf",2.63,3600,3600,3600,3600,3600,3600
"normalized-countbopbmsat.wcnf",0.16,0.03,0.03,4.9,5.57,12.24,0.11
"normalized-e64bopbmsat.wcnf",0.85,1.22,0.16,2.65,3.37,3600,3.54
"normalized-ex5piopbmsat.wcnf",2.62,3600,3600,3600,3600,3600,2954.19
"normalized-exampiopbmsat.wcnf",2.32,3600,3600,3600,71.7,3600,3600
"normalized-f2000.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-f20c10b_005_area_delay.wcnf",150.34,0.98,1.38,16.29,97.85,1.4,2.76
"normalized-f20c10b_024_area_delay.wcnf",24.72,0.19,17.85,130.5,7.63,1.24,0.34
"normalized-f51mbopbmsat.wcnf",0.18,0.04,0.05,6.17,5.3,38.17,0.09
"normalized-fir06_area_opers.wcnf",56.54,0.31,0.28,1.45,14.69,1.09,1.27
"normalized-fir09_area_opers.wcnf",277.42,1.76,2.2,49.75,66.57,10.35,17.44
"normalized-g100x100opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-g15x15opbmsat.wcnf",108.95,2195.65,32.69,24.12,19.54,61.85,91.64
"normalized-ii8a3.wcnf",2.44,164.5,3600,1098.58,8.86,3600,0.07
"normalized-jac3opbmsat.wcnf",2.91,0.32,71.37,305.28,828.49,3600,0.96
"normalized-m100_300_10_15r.wcnf",3.73,3600,3600,3600,3600,3600,3600
"normalized-max1024piopbmsat.wcnf",1.09,78.71,3600,3600,3600,3600,3600
"normalized-mps-v2-20-10-stein45opbmsat.wcnf",39.48,123.92,23.88,51.6,55.07,7.24,35.6
"normalized-par32-1opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-2opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-3opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-4.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-4opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-5opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-prom2piopbmsat.wcnf",1.87,3600,1228.65,725.29,3600,3600,3600
"normalized-rotbopbmsat.wcnf",0.94,3600,3600,3600,69.85,3600,796.32
"normalized-sao2bopbmsat.wcnf",0.12,0,37.78,61.97,0.35,553.18,0.03
"normalized-saucierr.wcnf",74.49,931.88,127.34,537.96,2091.1,1826.17,3600
"normalized-ssa7552-038opbmsat.wcnf",2.94,21.32,2.72,10.45,3600,3.11,0.66
"normalized-ssa7552-158opbmsat.wcnf",2.02,0.3,1.36,1.34,3600,1.47,0.45
"normalized-ssa7552-159opbmsat.wcnf",2.21,0.74,1.41,1.42,3600,1.63,0.48
"normalized-ssa7552-160opbmsat.wcnf",2.21,0.41,1.45,1.43,3600,2.27,0.52
"normalized-test4piopbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"orb08-894-1058.wcnf",22.98,10.4,10.28,120.26,64.58,7.66,10.96
"p_hat300-1clq.wcnf",228.78,21.89,35.67,47.34,50.68,7.67,3.41
"p_hat300-2clq.wcnf",202.75,870.64,561.96,221.85,173.02,902.8,13.26
"p_hat300-3clq.wcnf",3600,3600,3600,3600,1700.96,3600,3600
"p_hat700-3clq.wcnf",3600,3600,3600,3600,3600,3600,3600
"p15.wcnf",61.43,3.52,44.92,72.81,70,8.54,5.87
"p1wcnft.wcnf",3600,305.19,337.53,161.14,349.39,62,238.54
"parkinsons_train_6_DNF_4_1.wcnf",3.72,1.87,0.2,6.4,6.22,2.02,0.56
"pesp_18Min.wcnf",3600,3600,3600,3600,3600,3600,3600
"pesp_5min.wcnf",3600,3600,3600,3600,3600,1222.14,3600
"pima_train_5_CNF_2_1.wcnf",3600,398.8,1357.5,863.93,101.46,3600,10.63
"ram_k3_n10ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n11ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n12ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n13ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n14ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n15ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n16ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n17ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n18ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n19ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n20ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n9ra0.wcnf",0.95,0.96,1.44,0.68,0.81,3600,0.94
"ram_k4_n18ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k4_n19ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k4_n20ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"rand179_l2.wcnf",1.19,0.78,0.35,0.47,0.42,7.66,1.42
"rand196_l2.wcnf",1.2,1.28,0.42,0.57,0.51,12.53,2.33
"rand209_l2.wcnf",0.79,0.69,0.25,0.32,0.35,10.24,0.99
"rand21_l2.wcnf",1.13,1.25,0.54,0.84,0.64,26.53,2.22
"rand290_l2.wcnf",1.06,1.01,0.45,0.6,0.63,4.56,1.95
"rand308_l2.wcnf",0.7,0.35,0.23,0.27,0.26,9.66,0.5
"rand313_l2.wcnf",0.78,0.99,0.41,0.49,0.41,10.06,1.87
"rand507_l2.wcnf",0.44,0.36,0.21,0.25,0.28,3.71,0.6
"rand7_l2.wcnf",0.74,0.56,0.31,0.38,0.3,3.87,0.84
"rand717_l2.wcnf",1.18,0.93,0.36,0.39,0.41,14.35,1.54
"rand943_l2.wcnf",1.11,0.72,0.31,0.38,0.44,12.05,1.51
"rand984_l2.wcnf",1.14,0.67,0.3,0.35,0.39,4.91,1.22
"real-5.wcnf",2.14,5.24,6.45,7.21,2.87,61.83,2.15
"real-6.wcnf",2.14,0.84,0.47,1.08,23.03,0.33,2.21
"rev66-10.wcnf",3600,247.69,116.59,103.04,109.82,89.78,161.91
"rev66-12.wcnf",3600,3600,3600,893.42,977.49,3112.28,3600
"rev66-14.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-16.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-18.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-20.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-22.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-24.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-26.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-28.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-30.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-32.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-6.wcnf",36.16,2.14,0.93,8.79,8.31,0.47,1.36
"rev66-8.wcnf",3600,53.78,36.98,50.06,44.79,19.5,42.99
"rsdecoder_fsm1dimacsfiltered.wcnf",82.2,6.73,2.58,9.61,16.28,780.07,5.8
"rsdecoder-debugdimacs.wcnf",43.45,22.83,2.97,3.24,43.78,3600,27.39
"rsdecoder-problemdimacs_34filtered.wcnf",47.12,7.87,1.75,218.66,43.04,163.98,4.03
"s38417_nan_explicit_0_0.wcnf",1.22,0.36,1,1.11,3.27,0.25,1.22
"s38584_nan_explicit_12_0.wcnf",3600,65.7,66.78,0.06,150.37,3600,66.79
"s38584_nan_explicit_13_0.wcnf",3600,35.5,52,85.34,116.24,3600,34.26
"s38584_nan_explicit_15_0.wcnf",3600,319.99,3041.52,1438.84,1462.9,3600,88.96
"s38584_nan_explicit_19_0.wcnf",3600,36.28,42.25,95.05,85.98,427.01,46.28
"s38584_nan_explicit_26_0.wcnf",3600,28.28,14.72,86.08,148.86,27.81,33.04
"s38584_nan_explicit_27_0.wcnf",3600,35.49,31.55,124.76,71.64,397.28,30.55
"s38584_nan_explicit_29_0.wcnf",3600,21.67,23.26,88.63,70.85,43.54,23.7
"s38584_nan_explicit_3_0.wcnf",3600,870.3,3600,3600,1302.17,3600,37.96
"s38584_nan_explicit_30_0.wcnf",3600,71.89,41.98,91.67,102.9,1761.8,30.37
"s38584_nan_explicit_31_0.wcnf",3600,32.38,74.37,117.86,106.32,58.84,34.55
"s38584_nan_explicit_33_0.wcnf",3600,12.91,11.94,109.76,33.15,20.18,16.81
"s38584_nan_explicit_34_0.wcnf",3600,18.96,23.5,51.76,89.72,52.68,25.22
"s38584_nan_explicit_35_0.wcnf",3600,25.43,23.98,30.99,24.37,143.23,26.84
"s38584_nan_explicit_37_0.wcnf",3600,13.24,11.75,137.31,20.9,18.01,20.78
"s38584_nan_explicit_4_0.wcnf",3600,3600,3600,3600,3600,3600,58.43
"s38584_nan_explicit_40_0.wcnf",3600,15,18.99,117.72,84.05,27.24,20.61
"s38584_nan_explicit_41_0.wcnf",1337.06,18.12,15.62,94.11,75.79,72.46,21.55
"s38584_nan_explicit_49_0.wcnf",253.04,14.82,10.32,22.21,18.95,13.2,19.87
"s38584_nan_explicit_5_0.wcnf",3600,3600,3600,3600,3600,3600,366.54
"s38584_nan_explicit_8_0.wcnf",3600,3600,3600,3600,3600,3600,3600
"san1000clq.wcnf",2.02,3600,41.14,61.94,216.72,3600,3.35
"san200_09_3clq.wcnf",0.29,3600,968.19,760.59,1833.3,3600,4.36
"san400_05_1clq.wcnf",478.04,3600,3600,3600,978.92,3600,3600
"sandiaproteingwcnft.wcnf",3600,171.99,190.67,81.93,232.08,32.33,149.71
"sanr200_07clq.wcnf",3600,3600,3600,3600,3600,3600,3600
"SAT_RACE06__velev-pipe-sat-10-b9cnfwcnf2.wcnf",176.49,42.77,6.26,26.74,123.35,88.54,36.23
"SAT_RACE08__cnf__ibm-2004-01-k90cnfwcnf10.wcnf",9.47,2.66,257.04,421.56,319.06,3600,1.03
"SAT02__industrial__biere__dinphil__dp10s10shuffledcnfwcnf8.wcnf",938.51,148.15,124.24,221.67,222.84,167.95,53.21
"SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug6_q0used-assat04-725cnfwcnf3.wcnf",476.45,184.36,4.11,17.41,99.96,307.53,78.55
"SAT07__industrial__vliw_sat_40__9vliw_m_9stages_iq3_C1_bug5cnfwcnf1.wcnf",213,110.33,5.64,6.13,136.36,3600,55.91
"SAT07__industrial__vliw_sat_40__9vliw_m_9stages_iq3_C1_bug6cnfwcnf3.wcnf",190.27,73.17,5.31,0.48,155.46,479.62,56.91
"SAT09__APPLICATIONS__satComp09_BioInstances__rbcl_xits_18_SATcnfwcnf2.wcnf",0.57,1.31,7.81,13.76,8.92,46.81,0.92
"SAT11__application__fuhs__AProVE11__AProVE11-09cnfwcnf4.wcnf",2308.8,235.88,2781.99,3600,3600,1428.1,392.66
"SAT11__application__fuhs__AProVE11__AProVE11-10cnfwcnf3.wcnf",3600,3600,54.31,74.35,89.91,3600,3293.6
"SAT11__application__fuhs__AProVE11__AProVE11-12cnfwcnf2.wcnf",126.34,19.9,31.75,77.4,60.23,66.91,26.73
"SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16cnfwcnf7.wcnf",23.08,0.88,64.6,222.7,2.7,460.44,2.31
"SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16cnfwcnf8.wcnf",24.43,0.88,7.23,184.04,2.42,831.49,2.73
"SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitincnfwcnf4.wcnf",263.72,90.2,150.43,306.31,425.84,3600,219.48
"SAT11__application__leberre__2dimensionalstrippacking__E05F18cnfwcnf8.wcnf",1013.51,96.33,56.07,77.38,65.84,104.42,23.23
"SAT11__application__manthey__traffic__traffic_3_uc_satcnfwcnf8.wcnf",299.87,236.17,2.44,3.17,5.63,3600,100.17
"SAT11__application__rintanen__SATPlanning__blocks-blocks-36-0170-NOTKNOWNcnfwcnf6.wcnf",971.84,1146.91,160.65,905.58,718.2,3600,270.06
"SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3085-SATcnfwcnf1.wcnf",96.3,1502.22,1.77,2.82,5.63,3600,77.44
"SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3085-SATcnfwcnf5.wcnf",48.61,1.24,1.5,2.25,8.31,3497.92,6.02
"sbox_4.wcnf",0.2,0.27,0.12,3.14,8.78,1648.68,0.21
"sbox_8.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpclr10_maxsat.wcnf",12.45,3600,3600,3600,3600,3600,3600
"scpclr11_maxsat.wcnf",2915.77,3600,3600,3600,3600,3600,3600
"scpclr12_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpclr13_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc06_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc07_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc08_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc09_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc10_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc11_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"simp-ibd_5004.wcnf",3600,35.98,12.12,16.58,17.62,9.96,7.26
"soybean.wcnf",3600,3600,3600,3600,3600,3600,3600
"spi-debugdimacs.wcnf",49.93,40.04,5.28,560.51,177.04,599.16,12.69
"spi-problemdimacs_42filtered.wcnf",60.13,117.41,12.54,19.85,300.27,686.31,15.33
"spi.wcnf",3600,2,9.18,29.04,31.82,2.27,4.89
"splitedReads_0matrix.wcnf",797.39,3600,3600,3600,3600,3600,285.21
"splitedReads_158matrix.wcnf",7.15,1.4,0.32,0.5,0.95,6.93,1.82
"splitedReads_160matrix.wcnf",10.07,1.75,0.37,0.62,1.07,5.27,2.28
"splitedReads_18matrix.wcnf",4.88,0.87,0.74,1.78,0.25,5.68,1.17
"splitedReads_414matrix.wcnf",7.33,1.41,1.1,1.96,1.3,6.23,1.7
"Stat_vs_Exp_151_12lpsm-extracted.wcnf",3.05,1.13,13.05,13.07,3.64,3.38,5.86
"Stat_vs_Exp_58_12lpsm-extracted.wcnf",2.78,1.07,13.06,13.22,3.79,2.57,5.47
"Stat_vs_Exp_72_12lpsm-extracted.wcnf",3.1,1.13,13.03,13.38,3.5,3.45,6.57
"sudoku-debugdimacs.wcnf",36.77,16.33,2.82,3.75,49.81,460.43,9.87
"sudoku.wcnf",2371.9,2.92,6.35,148.85,20.39,3.37,4.73
"synthetic-12.wcnf",0.21,0.95,0.08,0.11,0.33,20.08,0.19
"synthetic-14.wcnf",0.07,0.06,0.04,0.04,0.12,3.59,0.06
"synthetic-21.wcnf",0.25,0.85,1.65,1.67,0.47,66.32,0.21
"tae.wcnf",3600,421.67,3600,3600,289.6,3600,253.21
"teams16_l6acnf.wcnf",8.73,1.8,2.03,16.66,17.35,11.35,1.44
"TEAMS20_l10aacnf.wcnf",3.14,0.38,5.74,29.59,0.49,13.01,0.28
"teams24_l5acnf.wcnf",67.06,3.87,3600,3600,3600,3600,0.89
"threshold128_0.wcnf",57.28,96.94,156.92,61.31,3600,3600,107.56
"threshold128_2.wcnf",57.67,362.51,156.57,77.04,3600,3600,136.15
"threshold128_3.wcnf",1.01,117.44,67.31,36.58,3600,3600,2.77
"threshold128_4.wcnf",3.14,138.3,30.13,68.28,3600,3600,86.03
"threshold128_5.wcnf",50.1,237.09,311.36,91.8,3600,3600,11.27
"threshold128_6.wcnf",33.14,128.96,84.28,50.12,3600,3600,66.91
"threshold128_8.wcnf",58.95,836.21,61.41,198.99,3600,3600,710.53
"tictactoe_train_1_CNF_3_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"tictactoe_train_3_DNF_1_1.wcnf",9.62,0.69,0.9,5.21,5.09,3.06,0.25
"titanic_train_0_CNF_4_1.wcnf",3600,3600,3600,3600,2449.7,3600,3600
"titanic_train_1_CNF_2_1.wcnf",12.02,16.95,192.12,200.9,168.64,32.85,1.06
"titanic_train_1_CNF_5_1.wcnf",3600,3600,3600,3600,2973.18,3600,3600
"titanic_train_9_CNF_2_1.wcnf",24.02,69.48,196.71,257.84,141.48,36.47,1.46
"toms_test_0_CNF_4_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"toms_test_1_DNF_5_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"toms_train_2_CNF_5_1.wcnf",3600,3600,3600,2956.47,1225.1,3600,3600
"TWComp_1c75_N69.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_1dj7_N73.wcnf",3600,3600,3600,3600,2938.17,3600,3600
"TWComp_1dp_N76.wcnf",3600,3600,3600,3600,3519.09,3600,3600
"TWComp_1en2_N69.wcnf",330.68,297.57,486.43,513.87,351.94,147.88,596.14
"TWComp_celar02_N100.wcnf",16.69,7.73,1.62,38.15,26.92,0.94,9.22
"TWComp_celar09pp_N67.wcnf",3.43,1.39,12.43,26.31,18.89,0.19,1.83
"TWComp_david_N87.wcnf",16.38,10.52,10.71,61.25,47.84,6.75,23.75
"TWComp_eil51tsp_N51.wcnf",1869.15,2364.68,3276.12,1165.04,796.02,270.25,302.26
"TWComp_hepar2_N70.wcnf",4.21,1.76,12.84,26.73,24.1,0.27,2.24
"TWComp_huck_N74.wcnf",5.39,2.37,13.17,32.55,27.93,0.47,2.87
"TWComp_jean_N77.wcnf",6.22,2.75,0.55,19.36,27.62,0.52,3.43
"TWComp_miles500_N128.wcnf",203.92,159.38,548.36,739.87,476.35,141.57,135.84
"TWComp_mulsoli5-pp_N119.wcnf",3600,1404.25,3465.46,950.85,776.92,140.97,1192.52
"TWComp_myciel4_N23.wcnf",8.7,8.5,11.44,38.94,22.79,6.93,12.53
"TWComp_myciel5_N47.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_oesoca+_N67.wcnf",238.89,79.29,108.61,169.99,87.95,94.26,104.93
"TWComp_pathfinder_N109.wcnf",21.32,9.98,1.35,30.23,29.52,1.13,12.35
"TWComp_queen5_5_N25.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_queen6_6_N36.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_queen7_7_N49.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_ship-ship-pp_N30.wcnf",164.26,29.86,38.59,66.9,49.16,28.19,43.7
"TWComp_win95pts_N76.wcnf",6.1,2.86,1.13,20.68,25.83,0.86,3.4
"twitter_test_0_CNF_2_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"twitter_test_1_CNF_5_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"twitter_test_9_CNF_4_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-nr-nr130-nc43-n3-k2-rpp4-ppr2-plb50.wcnf",11.35,4.6,2.39,6.86,3.52,10.01,0.65
"uaq-nr-nr150-nc50-n3-k2-rpp4-ppr2-plb50.wcnf",1223.22,169.28,91.49,104.95,33.45,543.99,32
"uaq-nr-nr220-nc73-n3-k2-rpp4-ppr2-plb50.wcnf",29.66,36.73,893.62,437.3,130.46,3600,6.64
"uaq-nr-nr240-nc80-n3-k2-rpp4-ppr2-plb50.wcnf",53.7,58.45,2449.51,1255.17,60.45,3600,6.9
"uaq-nr-nr340-nc113-n3-k2-rpp4-ppr2-plb50.wcnf",1.76,13.9,3600,3600,369.91,3600,0.54
"uaq-plb-nr250-nc83-n5-k2-rpp3-ppr5-plb100.wcnf",836.07,98.2,146.7,119.52,29.68,181.54,7.97
"uaq-plb-nr250-nc83-n5-k2-rpp3-ppr5-plb90.wcnf",3600,3600,2618.66,1131.12,251.54,3600,270.02
"uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr5-plb100.wcnf",3600,75.92,22.34,32.25,28.79,15.98,30.31
"uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr6-plb100.wcnf",3600,3600,3600,1392.35,646.99,3600,3600
"uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr11-plb100.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr13-plb100.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr6-plb100.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr9-plb100.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-rpp-nr100-nc33-n3-k2-rpp28-ppr2-plb20.wcnf",153.47,80.57,25.53,54.18,78.42,24.02,89.85
"uaq-rpp-nr100-nc33-n3-k2-rpp6-ppr2-plb20.wcnf",2.89,11.53,4.31,11.15,5.31,10.66,4.28
"UAutomizer_4BitCounterPointer_true-termination_true-valid-memsafetyc_Abstraction1.wcnf",0.23,0.09,0.12,0.11,0.52,1.38,0.37
"UAutomizer_AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflowc_Abstraction1.wcnf",0,0,0.01,0.01,0.01,3600,0
"UAutomizer_c03-alloca_true-termination_true-no-overflowci_Abstraction3.wcnf",0.26,0.11,0.13,0.13,0.58,1.74,0.42
"UAutomizer_CookSeeZuleger-2013TACAS-Fig7b-alloca_true-terminationci_Abstraction3.wcnf",0.32,0.14,0.15,0.15,0.73,2.51,0.53
"UAutomizer_cstrpbrk_diffterm_alloca_true-terminationci_Abstraction4.wcnf",0.07,0.02,0.04,0.05,0.16,3600,0.12
"UAutomizer_ll_append-alloca_false-terminationci_Abstraction1.wcnf",0.22,0.11,0.12,0.11,0.52,1.02,0.36
"UAutomizer_LogAG_true-termination_true-no-overflowc_Abstraction2.wcnf",0,0,0.01,0.01,0.01,3600,0
"UAutomizer_NestedRecursion_2b_false-termination_true-valid-memsafetyc_Abstraction2.wcnf",0.33,0.2,0.17,0.17,0.75,2.1,0.51
"vga-debugdimacs.wcnf",28.66,2.45,1.45,1.68,10.48,33.4,2.62
"wb_4m8s3dimacsfiltered.wcnf",22.18,10.34,3.15,3.68,19.12,3319.92,9.17
"wb_conmax3dimacsfiltered.wcnf",164.13,57.09,5.38,176.42,73.71,3600,12.4
"wb-debugdimacs.wcnf",19.68,23.63,2.22,1.96,6.88,3600,4.71
"wb1dimacsfiltered.wcnf",33.96,3.75,0.98,1.09,0.96,3600,3.56
"wdbc_train_0_CNF_3_1.wcnf",3600,3600,3600,3600,1853.34,3600,3600
"wdbc_train_1_CNF_1_1.wcnf",1.11,0.03,0.23,0.76,0.43,0.47,0.04
"we.wcnf",3600,3600,3600,3600,3600,3600,3600
"wolfram72_1.wcnf",4.81,5.82,19.86,52.84,3600,3600,5.57
"wolfram72_5.wcnf",14.84,4.77,23.63,82.57,3600,3600,8.71
"wolfram72_7.wcnf",4.76,3.97,17.73,53.34,3600,3600,3.66
"wolfram72_8.wcnf",18.18,18.22,22.79,65.81,3600,3600,4.27
"wolfram72_9.wcnf",1.04,11.92,28.9,69.02,3600,3600,3.28
"wolfram80_1.wcnf",23.57,96.44,62.31,94.87,3600,3600,16.29
"wolfram80_5.wcnf",27.81,161.58,60.09,70.5,3600,3600,10.71
"wolfram80_6.wcnf",16.42,18.31,27.31,102.47,3600,3600,11.86
"wolfram80_9.wcnf",5.14,8.09,30.22,116.17,3600,3600,31.98
"wqueens14_12wcspdir.wcnf",9.31,0.05,0.03,1.88,5.95,0.04,0.09
"wqueens16_14wcspdir.wcnf",301.17,0.18,0.1,8.73,7.03,0.07,0.8
"wqueens18_16wcspdir.wcnf",220.08,1.43,0.13,7.15,7.49,0.19,0.46
