"InstanceName","MaxHS","maxino2018","Open-WBO-g","Open-WBO-ms","Open-WBO-ms-pre","QMaxSAT2018","UWrMaxSat-1.0"
"MinFill_R0_queen8_12.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R0_queen8_8.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R1_games120.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R10_anna.wcnf",3.11,6.44,3600,3600,3103.2,49.2,68.63
"MinFill_R3_david.wcnf",63.28,3600,3600,3600,3600,2514.62,3600
"MinFill_R3_miles1000.wcnf",2530.88,3600,3600,3600,3600,3600,3600
"MinFill_R3_miles750.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R4_miles500.wcnf",3600,3600,3600,3600,3600,3600,3600
"mrisc_mem2wire.wcnf",196,16.37,45.51,219.33,118.85,37.88,15.43
"mrisc-debugdimacs.wcnf",36.4,17.17,2.49,102.89,85.53,3600,9.82
"mul_8_11.wcnf",3600,3600,3600,3600,3600,3600,3600
"mul_8_13.wcnf",3600,3600,3600,3600,3600,3600,3600
"mul_8_14.wcnf",3600,3600,3600,3600,3600,3600,3600
"mul_8_3.wcnf",161.75,3600,3600,1636.85,3600,3600,3600
"mul_8_9.wcnf",3600,3600,3600,3600,3600,3600,3600
"new-thyroid.wcnf",33.36,22.03,10.19,16.7,49.04,3600,12.01
"normalized-5xp1bopbmsat.wcnf",0.26,0.85,0.09,5.95,7.1,10.65,0.21
"normalized-alu4bopbmsat.wcnf",0.47,3600,3600,3600,3600,3600,3600
"normalized-apex4aopbmsat.wcnf",4.25,0.45,0.19,0.56,0.18,3600,2.48
"normalized-bench1piopbmsat.wcnf",2.6,3600,3600,3600,3600,3600,3600
"normalized-countbopbmsat.wcnf",0.16,0.03,0.02,4.96,5.56,12.37,0.11
"normalized-e64bopbmsat.wcnf",0.85,1.22,0.15,2.64,3.38,3600,3.58
"normalized-ex5piopbmsat.wcnf",2.62,3600,3600,3600,3600,3600,3054.93
"normalized-exampiopbmsat.wcnf",2.33,3600,3600,3600,72.65,3600,3600
"normalized-f2000.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-f20c10b_005_area_delay.wcnf",141.7,1.02,1.58,18.04,101.84,1.47,2.82
"normalized-f20c10b_024_area_delay.wcnf",24.9,0.19,17.43,132.82,7.63,1.22,0.34
"normalized-f51mbopbmsat.wcnf",0.17,0.04,0.01,0.01,0.1,38.12,0.08
"normalized-fir06_area_opers.wcnf",61.71,0.31,0.28,1.46,14.34,1.09,1.21
"normalized-fir09_area_opers.wcnf",463.68,1.71,2.19,51.06,69.05,11.11,17.64
"normalized-g100x100opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-g15x15opbmsat.wcnf",109.23,2401.14,33.01,24.33,19.7,61.75,92.56
"normalized-ii8a3.wcnf",2.47,168.6,3600,1088.13,8.92,3600,0.06
"normalized-jac3opbmsat.wcnf",2.91,0.32,72.48,311.19,843.07,3600,0.97
"normalized-m100_300_10_15r.wcnf",3.77,3600,3600,3600,3600,3600,3600
"normalized-max1024piopbmsat.wcnf",1.08,80.21,3600,3600,3600,3600,3600
"normalized-mps-v2-20-10-stein45opbmsat.wcnf",39.11,122.03,23.68,50.75,55.19,7.18,35.19
"normalized-par32-1opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-2opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-3opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-4.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-4opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-5opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-prom2piopbmsat.wcnf",1.88,3600,1280.04,737.89,3600,3600,3600
"normalized-rotbopbmsat.wcnf",0.94,3600,3600,3600,71.04,3600,824.95
"normalized-sao2bopbmsat.wcnf",0.12,0,38.07,62.8,0.36,588.67,0.03
"normalized-saucierr.wcnf",71.78,935.25,130.43,559.15,1397.38,1947.9,3600
"normalized-ssa7552-038opbmsat.wcnf",2.81,21.78,2.72,10.61,3600,3.13,0.64
"normalized-ssa7552-158opbmsat.wcnf",1.86,0.29,1.34,1.34,3600,1.51,0.44
"normalized-ssa7552-159opbmsat.wcnf",2.07,0.72,1.43,1.42,3600,1.67,0.48
"normalized-ssa7552-160opbmsat.wcnf",2.19,0.41,1.44,1.44,3600,2.33,0.51
"normalized-test4piopbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"orb08-894-1058.wcnf",25.59,12.22,11.74,127.3,71.65,8.76,12.57
"p_hat300-1clq.wcnf",232.79,22.25,36.47,48.67,51.51,7.8,3.46
"p_hat300-2clq.wcnf",207.31,942.53,588.62,229.7,178.15,948.86,13.5
"p_hat300-3clq.wcnf",3600,3600,3600,3600,3600,3600,3600
"p_hat700-3clq.wcnf",3600,3600,3600,3600,3600,3600,3600
"p15.wcnf",67.02,3.76,48.42,78.48,74.93,8.9,6.01
"p1wcnft.wcnf",3600,331.24,357.27,165.98,324.6,63.8,249.95
"parkinsons_train_6_DNF_4_1.wcnf",3.74,1.88,0.2,6.5,6.31,2.08,0.57
"pesp_18Min.wcnf",3600,3600,3600,3600,3600,3600,3600
"pesp_5min.wcnf",3600,3600,3600,3600,3600,1493.23,3600
"pima_train_5_CNF_2_1.wcnf",3600,405.12,1376.41,873.56,100.41,3600,10.45
"ram_k3_n10ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n11ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n12ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n13ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n14ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n15ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n16ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n17ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n18ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n19ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n20ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n9ra0.wcnf",0.93,0.95,1.42,0.66,0.82,3600,0.94
"ram_k4_n18ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k4_n19ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k4_n20ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"rand179_l2.wcnf",1.2,0.77,0.35,0.46,0.44,8.27,1.44
"rand196_l2.wcnf",1.2,1.3,0.43,0.58,0.52,13.6,2.34
"rand209_l2.wcnf",0.8,0.69,0.26,0.33,0.36,11.07,1
"rand21_l2.wcnf",1.12,1.26,0.55,0.84,0.64,29.65,2.22
"rand290_l2.wcnf",1.08,1.02,0.46,0.61,0.64,4.93,1.96
"rand308_l2.wcnf",0.71,0.34,0.22,0.27,0.25,10.13,0.5
"rand313_l2.wcnf",0.79,1.01,0.41,0.5,0.41,10.58,1.84
"rand507_l2.wcnf",0.45,0.35,0.21,0.25,0.27,3.79,0.61
"rand7_l2.wcnf",0.75,0.54,0.32,0.38,0.33,4.24,0.86
"rand717_l2.wcnf",1.2,0.91,0.37,0.4,0.4,15.26,1.55
"rand943_l2.wcnf",1.1,0.74,0.3,0.38,0.48,12.5,1.53
"rand984_l2.wcnf",1.16,0.67,0.3,0.36,0.4,5.58,1.25
"real-5.wcnf",2.52,5.24,7.27,8.18,3.08,66.61,2.62
"real-6.wcnf",2.41,1,0.51,1.59,23.19,0.36,2.4
"rev66-10.wcnf",3600,240.89,117.89,104.02,110.65,88.95,159.11
"rev66-12.wcnf",3600,3600,3600,933.93,1028.88,3202.23,3600
"rev66-14.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-16.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-18.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-20.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-22.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-24.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-26.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-28.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-30.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-32.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-6.wcnf",36.06,2.09,0.93,8.82,8.3,0.48,1.37
"rev66-8.wcnf",3600,55.16,37.02,50.66,44.98,19.5,43.68
"rsdecoder_fsm1dimacsfiltered.wcnf",210.37,7.07,2.72,10.45,17.57,853.3,6.14
"rsdecoder-debugdimacs.wcnf",46.56,23.23,2.48,2.92,44.68,3600,28.8
"rsdecoder-problemdimacs_34filtered.wcnf",53.96,8.72,1.8,274.97,51.55,179.9,4.3
"s38417_nan_explicit_0_0.wcnf",1.3,0.39,1.16,1.3,3.53,0.26,1.28
"s38584_nan_explicit_12_0.wcnf",3600,85.4,77.23,169.4,166.86,3600,88.4
"s38584_nan_explicit_13_0.wcnf",3600,50.33,66.19,108.82,132.34,3600,44.51
"s38584_nan_explicit_15_0.wcnf",3600,417.66,3600,2105.41,1909.14,3600,122.77
"s38584_nan_explicit_19_0.wcnf",3600,54.27,52.75,122.05,102.83,626.08,64.6
"s38584_nan_explicit_26_0.wcnf",3600,41.86,17.09,109.27,159.2,36.96,45.01
"s38584_nan_explicit_27_0.wcnf",3600,50.95,38.16,153.79,82.55,465.71,33.8
"s38584_nan_explicit_29_0.wcnf",3600,23.47,23.62,89.54,72.84,52.54,26.78
"s38584_nan_explicit_3_0.wcnf",3600,1051.26,3600,3600,1567.76,3600,49.2
"s38584_nan_explicit_30_0.wcnf",3600,85.19,46.88,102.23,110.17,2036.06,38.28
"s38584_nan_explicit_31_0.wcnf",3600,47.51,88.42,141.83,123.36,81,45.33
"s38584_nan_explicit_33_0.wcnf",3600,18.49,13.51,131.4,35.52,26.05,22.2
"s38584_nan_explicit_34_0.wcnf",3600,21.68,24.57,54.4,92.14,59.17,27.81
"s38584_nan_explicit_35_0.wcnf",3600,28.66,24.74,32.66,25.1,159.91,29.97
"s38584_nan_explicit_37_0.wcnf",3600,14.26,12.13,139.7,21.31,20.03,22.2
"s38584_nan_explicit_4_0.wcnf",3600,3600,3600,3600,3600,3600,76.65
"s38584_nan_explicit_40_0.wcnf",3600,20.16,20.83,134.7,89.26,33.27,22.11
"s38584_nan_explicit_41_0.wcnf",3600,25.29,17.79,111.97,82.83,89.84,28.11
"s38584_nan_explicit_49_0.wcnf",316.96,20.34,11.98,26.33,21.28,16.87,26.33
"s38584_nan_explicit_5_0.wcnf",3600,3600,3600,3600,3600,3600,455.17
"s38584_nan_explicit_8_0.wcnf",3600,3600,3600,3600,3600,3600,3600
"san1000clq.wcnf",2.1,3600,42.06,63.06,223.74,3600,3.41
"san200_09_3clq.wcnf",0.29,3600,999.5,777.55,1870.66,3600,4.38
"san400_05_1clq.wcnf",479.61,3600,3600,3600,997.33,3600,3600
"sandiaproteingwcnft.wcnf",3600,178.15,195.53,82.84,233.55,32.91,155.2
"sanr200_07clq.wcnf",3600,3600,3600,3600,3600,3600,3600
"SAT_RACE06__velev-pipe-sat-10-b9cnfwcnf2.wcnf",197.44,48.61,7,31.08,190.74,112.06,38.04
"SAT_RACE08__cnf__ibm-2004-01-k90cnfwcnf10.wcnf",9.75,2.8,280.93,440.06,359.24,3600,1.11
"SAT02__industrial__biere__dinphil__dp10s10shuffledcnfwcnf8.wcnf",918.13,147.95,132.57,225.91,228.86,174.31,53.89
"SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug6_q0used-assat04-725cnfwcnf3.wcnf",464.85,227.98,5.03,21.45,101.57,363.09,94.69
"SAT07__industrial__vliw_sat_40__9vliw_m_9stages_iq3_C1_bug5cnfwcnf1.wcnf",231.17,130.94,5.79,6.4,132.69,3600,61.53
"SAT07__industrial__vliw_sat_40__9vliw_m_9stages_iq3_C1_bug6cnfwcnf3.wcnf",229.66,93.58,5.47,5.8,174.62,552.51,64.08
"SAT09__APPLICATIONS__satComp09_BioInstances__rbcl_xits_18_SATcnfwcnf2.wcnf",0.58,1.34,9.22,15.38,9.85,51.86,0.96
"SAT11__application__fuhs__AProVE11__AProVE11-09cnfwcnf4.wcnf",2800.04,328.83,3201.15,3600,3600,1875.56,499.09
"SAT11__application__fuhs__AProVE11__AProVE11-10cnfwcnf3.wcnf",3600,3600,58.54,81.96,101.15,3600,3600
"SAT11__application__fuhs__AProVE11__AProVE11-12cnfwcnf2.wcnf",151.61,23.09,43.5,100.57,75.66,95.93,32.56
"SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16cnfwcnf7.wcnf",23.51,0.97,69.51,250.63,2.72,562.48,2.42
"SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16cnfwcnf8.wcnf",24.32,0.95,7.83,209.73,2.49,1004.52,2.83
"SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitincnfwcnf4.wcnf",296.47,119.35,162.46,371.75,555.19,3600,281.07
"SAT11__application__leberre__2dimensionalstrippacking__E05F18cnfwcnf8.wcnf",1097.07,101.83,57.86,80.03,70.25,109.3,24.8
"SAT11__application__manthey__traffic__traffic_3_uc_satcnfwcnf8.wcnf",309.88,285.86,2.77,3.51,6.08,3600,141.32
"SAT11__application__rintanen__SATPlanning__blocks-blocks-36-0170-NOTKNOWNcnfwcnf6.wcnf",964.59,1428.89,192.06,1131.74,859.56,3600,365.87
"SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3085-SATcnfwcnf1.wcnf",101.31,1522.38,1.83,3,5.76,3600,78.56
"SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3085-SATcnfwcnf5.wcnf",50.48,1.34,1.53,2.34,8.34,3600,6.12
"sbox_4.wcnf",0.21,0.28,0.12,3.16,9.11,1798.88,0.23
"sbox_8.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpclr10_maxsat.wcnf",12.79,3600,3600,3600,3600,3600,3600
"scpclr11_maxsat.wcnf",2936.04,3600,3600,3600,3600,3600,3600
"scpclr12_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpclr13_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc06_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc07_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc08_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc09_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc10_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc11_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"simp-ibd_5004.wcnf",3600,36.23,12.03,16.39,17.73,9.99,7.35
"soybean.wcnf",3600,3600,3600,3600,3600,3600,3600
"spi-debugdimacs.wcnf",61.19,44.39,5.17,690.23,332.65,3600,13.74
"spi-problemdimacs_42filtered.wcnf",66.54,130.41,12.47,19.99,378.72,3600,16.46
"spi.wcnf",3600,2.08,10.22,31.92,31.76,2.65,5.08
"splitedReads_0matrix.wcnf",795.77,3600,3600,3600,3600,3600,299.96
"splitedReads_158matrix.wcnf",7.22,1.41,0.39,0.56,1.02,9.37,1.84
"splitedReads_160matrix.wcnf",10.19,1.77,0.42,0.67,1.08,7.23,2.3
"splitedReads_18matrix.wcnf",4.92,0.88,0.8,2.02,0.28,7.13,1.19
"splitedReads_414matrix.wcnf",7.38,1.39,1.27,2.22,1.36,7.57,1.72
"Stat_vs_Exp_151_12lpsm-extracted.wcnf",3.46,1.29,14.18,14.37,4.09,5.91,5.89
"Stat_vs_Exp_58_12lpsm-extracted.wcnf",3.28,1.3,14.6,14.45,4.02,3.76,5.51
"Stat_vs_Exp_72_12lpsm-extracted.wcnf",3.59,1.28,14.39,14.48,3.85,5.16,6.46
"sudoku-debugdimacs.wcnf",28.94,18.24,2.81,3.51,53.2,501.22,10.94
"sudoku.wcnf",3217.64,3.22,8.74,204.05,21.32,4.24,5.04
"synthetic-12.wcnf",0.22,1,0.09,0.11,0.39,25.31,0.21
"synthetic-14.wcnf",0.07,0.07,0.04,0.04,0.16,3.84,0.06
"synthetic-21.wcnf",0.29,0.85,1.66,1.67,0.53,82.11,0.24
"tae.wcnf",3600,428.33,3600,3600,293.55,3600,260.87
"teams16_l6acnf.wcnf",7.24,1.81,2.08,16.88,17.56,10.87,1.46
"TEAMS20_l10aacnf.wcnf",3.14,0.38,5.93,29.51,0.47,13.14,0.29
"teams24_l5acnf.wcnf",73.06,3.94,3600,3600,3600,3600,0.92
"threshold128_0.wcnf",57.26,97.89,154.7,61.78,3600,3600,108.44
"threshold128_2.wcnf",56.76,364.61,160.99,77.92,3600,3600,138.58
"threshold128_3.wcnf",1,120.38,69.06,37.24,3600,3600,2.79
"threshold128_4.wcnf",3.16,142.22,29.73,69.02,3600,3600,87.27
"threshold128_5.wcnf",50.87,250.36,327.81,93.58,3600,3600,11.28
"threshold128_6.wcnf",33.36,131.06,85.97,50.87,3600,3600,67.48
"threshold128_8.wcnf",59.55,840.43,63.79,201.52,3600,3600,721.95
"tictactoe_train_1_CNF_3_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"tictactoe_train_3_DNF_1_1.wcnf",9.73,0.69,0.93,5.29,5.14,3.11,0.25
"titanic_train_0_CNF_4_1.wcnf",3600,3600,3600,3600,2590.67,3600,3600
"titanic_train_1_CNF_2_1.wcnf",12.14,17.51,199.87,213.89,181.03,34.09,1.07
"titanic_train_1_CNF_5_1.wcnf",3600,3600,3600,3600,3073.14,3600,3600
"titanic_train_9_CNF_2_1.wcnf",24.14,71.84,201.38,268.01,147.36,37.16,1.47
"toms_test_0_CNF_4_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"toms_test_1_DNF_5_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"toms_train_2_CNF_5_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_1c75_N69.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_1dj7_N73.wcnf",3600,3600,3600,3600,3345.81,3600,3600
"TWComp_1dp_N76.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_1en2_N69.wcnf",1545.94,315.4,538.16,558.09,373.16,162.67,628.7
"TWComp_celar02_N100.wcnf",19.1,9.11,1.94,45.46,30.15,1.11,10.75
"TWComp_celar09pp_N67.wcnf",3.72,1.47,16.28,32.14,20.47,0.21,1.93
"TWComp_david_N87.wcnf",18.48,11.73,12.71,70.93,51.52,7.1,24.22
"TWComp_eil51tsp_N51.wcnf",3600,2828.9,3600,1332.6,898.98,320.95,340.12
"TWComp_hepar2_N70.wcnf",4.57,1.89,17.13,33.11,26.57,0.33,2.42
"TWComp_huck_N74.wcnf",5.94,2.63,18.93,40.67,31.67,0.54,3.08
"TWComp_jean_N77.wcnf",6.76,3.1,0.63,22.06,31.12,0.59,3.65
"TWComp_miles500_N128.wcnf",271.88,176.85,757.16,802.8,510.36,166.55,164.15
"TWComp_mulsoli5-pp_N119.wcnf",3600,1482.77,3600,1021.21,809.01,145.59,1261.99
"TWComp_myciel4_N23.wcnf",8.75,8.41,11.68,39.75,23.23,7.02,12.72
"TWComp_myciel5_N47.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_oesoca+_N67.wcnf",137.85,83.49,121.5,184.75,92.99,100.08,109.51
"TWComp_pathfinder_N109.wcnf",24.66,11.39,1.55,35.18,32.57,1.45,14.53
"TWComp_queen5_5_N25.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_queen6_6_N36.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_queen7_7_N49.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_ship-ship-pp_N30.wcnf",231.14,30.82,40.69,70.04,50.96,28.55,45
"TWComp_win95pts_N76.wcnf",6.56,3.12,1.3,24.36,28.41,0.96,3.71
"twitter_test_0_CNF_2_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"twitter_test_1_CNF_5_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"twitter_test_9_CNF_4_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-nr-nr130-nc43-n3-k2-rpp4-ppr2-plb50.wcnf",11.13,4.63,2.34,6.68,3.6,9.88,0.66
"uaq-nr-nr150-nc50-n3-k2-rpp4-ppr2-plb50.wcnf",1226.31,170.14,90.62,107.16,33.1,552.49,31.77
"uaq-nr-nr220-nc73-n3-k2-rpp4-ppr2-plb50.wcnf",32.16,36.35,905.43,458.38,132.96,3600,6.57
"uaq-nr-nr240-nc80-n3-k2-rpp4-ppr2-plb50.wcnf",48.28,58.63,2582.73,1308.82,61.18,3600,6.83
"uaq-nr-nr340-nc113-n3-k2-rpp4-ppr2-plb50.wcnf",1.75,13.71,3600,3600,377.54,3600,0.54
"uaq-plb-nr250-nc83-n5-k2-rpp3-ppr5-plb100.wcnf",840.7,102.3,150.77,117.67,29.44,176.61,8
"uaq-plb-nr250-nc83-n5-k2-rpp3-ppr5-plb90.wcnf",3600,3600,2681.49,1172.14,251.64,3600,266.48
"uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr5-plb100.wcnf",3600,76.29,22.45,31.7,29.63,16.08,30.49
"uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr6-plb100.wcnf",3600,3600,3600,1418.36,645.07,3600,3600
"uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr11-plb100.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr13-plb100.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr6-plb100.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr9-plb100.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-rpp-nr100-nc33-n3-k2-rpp28-ppr2-plb20.wcnf",151.75,80.97,25.21,54.45,79.27,24.11,89.46
"uaq-rpp-nr100-nc33-n3-k2-rpp6-ppr2-plb20.wcnf",2.92,11.55,4.31,11.15,5.36,10.67,4.29
"UAutomizer_4BitCounterPointer_true-termination_true-valid-memsafetyc_Abstraction1.wcnf",0.23,0.09,0.12,0.11,0.54,1.39,0.37
"UAutomizer_AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflowc_Abstraction1.wcnf",0,0,0.01,0,0.02,3600,0
"UAutomizer_c03-alloca_true-termination_true-no-overflowci_Abstraction3.wcnf",0.26,0.11,0.12,0.13,0.08,1.76,0.42
"UAutomizer_CookSeeZuleger-2013TACAS-Fig7b-alloca_true-terminationci_Abstraction3.wcnf",0.32,0.14,0.15,0.15,0.78,2.57,0.52
"UAutomizer_cstrpbrk_diffterm_alloca_true-terminationci_Abstraction4.wcnf",0.07,0.02,0.04,0.04,0.16,3600,0.12
"UAutomizer_ll_append-alloca_false-terminationci_Abstraction1.wcnf",0.23,0.11,0.12,0.12,0.55,1.04,0.37
"UAutomizer_LogAG_true-termination_true-no-overflowc_Abstraction2.wcnf",0,0,0,0,0.01,3600,0
"UAutomizer_NestedRecursion_2b_false-termination_true-valid-memsafetyc_Abstraction2.wcnf",0.33,0.2,0.17,0.17,0.76,2.16,0.5
"vga-debugdimacs.wcnf",28.77,2.52,1.57,1.81,10.79,35.15,2.7
"wb_4m8s3dimacsfiltered.wcnf",22.6,10.8,2.75,3.37,21.82,3600,9.7
"wb_conmax3dimacsfiltered.wcnf",181.23,61.9,5.83,227.65,85.83,3600,13.43
"wb-debugdimacs.wcnf",19.96,26.45,2.49,2.24,7.69,3600,4.81
"wb1dimacsfiltered.wcnf",38.68,4.38,1.13,1.22,1,3600,3.92
"wdbc_train_0_CNF_3_1.wcnf",3600,3600,3600,3600,1872.64,3600,3600
"wdbc_train_1_CNF_1_1.wcnf",1.12,0.03,0.23,0.77,0.43,0.44,0.04
"we.wcnf",3600,3600,3600,3600,3600,3600,3600
"wolfram72_1.wcnf",4.93,6.09,20.1,55.27,3600,3600,5.69
"wolfram72_5.wcnf",15.58,4.9,24.07,84.32,3600,3600,8.86
"wolfram72_7.wcnf",4.86,4.03,17.7,54.13,3600,3600,3.71
"wolfram72_8.wcnf",19.54,19.12,23.06,68.32,3600,3600,4.28
"wolfram72_9.wcnf",1.08,12.19,29.54,72.21,3600,3600,3.31
"wolfram80_1.wcnf",25.54,101.77,66.28,102.04,3600,3600,16.83
"wolfram80_5.wcnf",29.46,170.96,62.69,74.17,3600,3600,11
"wolfram80_6.wcnf",17.27,19.43,27.4,107.12,3600,3600,12.18
"wolfram80_9.wcnf",5.31,8.39,30.51,124.1,3600,3600,34.03
"wqueens14_12wcspdir.wcnf",8.17,0.05,0.03,1.89,6,0.04,0.09
"wqueens16_14wcspdir.wcnf",275.33,0.18,0.1,8.78,7.07,0.07,0.81
"wqueens18_16wcspdir.wcnf",301.82,1.43,0.13,7.19,7.35,0.19,0.47
