"InstanceName","MaxHS","maxino2018","Open-WBO-g","Open-WBO-ms","Open-WBO-ms-pre","QMaxSAT2018","UWrMaxSat-1.0"
"MinFill_R0_queen6_6.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R0_queen8_12.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R0_queen8_8.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R1_games120.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R10_anna.wcnf",3.1,6.4,3600,3600,2976.76,50.12,68.04
"MinFill_R3_david.wcnf",56.61,3600,3600,3600,3600,2286.63,3600
"MinFill_R3_miles1000.wcnf",2286.54,3600,3600,3600,3600,3600,3600
"MinFill_R3_miles750.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R4_miles500.wcnf",3600,3600,3600,3600,3600,3600,3600
"mrisc_mem2wire.wcnf",166,13.54,37.72,177.86,112.85,30.52,14.92
"mrisc-debugdimacs.wcnf",35.62,16.2,2.5,94.83,83.64,372.64,9.33
"mul_8_11.wcnf",3600,3600,3600,3600,3600,3600,3600
"mul_8_13.wcnf",3600,3600,3600,3600,3600,3600,3600
"mul_8_14.wcnf",3600,3600,3600,3600,3600,3600,3600
"mul_8_3.wcnf",156.38,3600,3600,1590.91,3600,3600,3600
"mul_8_9.wcnf",3600,3600,3600,3600,3600,3600,3600
"new-thyroid.wcnf",33.14,21.92,10.06,42.14,48.8,3600,12.3
"normalized-5xp1bopbmsat.wcnf",0.26,0.85,0.1,6.05,7.06,10.98,0.21
"normalized-alu4bopbmsat.wcnf",0.46,3600,3600,3600,3600,3600,3600
"normalized-apex4aopbmsat.wcnf",4.34,0.46,0.18,0.58,0.16,3600,2.41
"normalized-bench1piopbmsat.wcnf",2.62,3600,3600,3600,3600,3600,3600
"normalized-countbopbmsat.wcnf",0.16,0.03,0.03,4.9,5.56,12.33,0.11
"normalized-e64bopbmsat.wcnf",0.86,1.23,0.16,2.68,3.39,3600,3.55
"normalized-ex5piopbmsat.wcnf",2.65,3600,3600,3600,3600,3600,3006.56
"normalized-exampiopbmsat.wcnf",2.32,3600,3600,3600,72.48,3600,3600
"normalized-f2000.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-f20c10b_005_area_delay.wcnf",93.07,0.99,1.46,16.53,98.74,1.42,2.79
"normalized-f20c10b_024_area_delay.wcnf",24.83,0.19,17.86,132.38,7.67,1.24,0.34
"normalized-f51mbopbmsat.wcnf",0.17,0.04,0.05,6.18,5.3,38.96,0.08
"normalized-fir06_area_opers.wcnf",66.1,0.32,0.29,1.44,14.78,1.09,1.22
"normalized-fir09_area_opers.wcnf",434.31,1.81,2.22,50.41,67.6,10.52,17.57
"normalized-g100x100opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-g15x15opbmsat.wcnf",108.59,2249.96,32.69,24.11,19.56,60.65,91.59
"normalized-ii8a3.wcnf",2.44,164.74,3600,1106.68,8.84,3600,0.06
"normalized-jac3opbmsat.wcnf",2.92,0.32,71.77,308.18,831.98,3600,0.98
"normalized-m100_300_10_15r.wcnf",3.77,3600,3600,3600,3600,3600,3600
"normalized-max1024piopbmsat.wcnf",1.08,79,3600,3600,3600,3600,3600
"normalized-mps-v2-20-10-stein45opbmsat.wcnf",39.47,122.1,23.89,51.62,55.58,7.43,35.57
"normalized-par32-1opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-2opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-3opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-4.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-4opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-5opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-prom2piopbmsat.wcnf",1.86,3600,1248.08,727.9,3600,3600,3600
"normalized-rotbopbmsat.wcnf",0.95,3600,3600,3600,70.13,3600,803.21
"normalized-sao2bopbmsat.wcnf",0.11,0,37.95,62.47,0.36,562.37,0.02
"normalized-saucierr.wcnf",125.47,934.3,128.25,542.38,1467.89,1886.17,3600
"normalized-ssa7552-038opbmsat.wcnf",2.83,21.45,2.71,10.43,3600,3.13,0.66
"normalized-ssa7552-158opbmsat.wcnf",2.02,0.31,1.35,1.34,3600,1.48,0.45
"normalized-ssa7552-159opbmsat.wcnf",2.14,0.72,1.42,1.41,3600,1.64,0.49
"normalized-ssa7552-160opbmsat.wcnf",2.24,0.41,1.45,1.44,3600,2.27,0.52
"normalized-test4piopbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"orb08-894-1058.wcnf",23.38,10.83,10.65,125.09,67.53,8.05,11.41
"p_hat300-1clq.wcnf",230.23,22.04,35.99,47.6,51.19,7.73,3.42
"p_hat300-2clq.wcnf",204.81,897.51,570.52,223.2,173.24,916.07,13.25
"p_hat300-3clq.wcnf",3600,3600,3600,3600,1716.12,3600,3600
"p_hat700-3clq.wcnf",3600,3600,3600,3600,3600,3600,3600
"p15.wcnf",48.2,3.55,46.1,74.62,72.9,8.64,5.94
"p1wcnft.wcnf",3600,317.67,340.81,161.55,384.21,62.44,241.26
"parkinsons_train_6_DNF_4_1.wcnf",3.72,1.87,0.2,6.4,6.24,2.09,0.56
"pesp_18Min.wcnf",3600,3600,3600,3600,3600,3600,3600
"pesp_5min.wcnf",3600,3600,3600,3600,3600,1338.12,3600
"pima_train_5_CNF_2_1.wcnf",3600,402.11,1369.84,866.12,102.11,3600,10.73
"ram_k3_n10ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n11ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n12ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n13ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n14ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n15ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n16ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n17ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n18ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n19ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n20ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n9ra0.wcnf",0.94,0.95,1.44,0.68,0.81,3600,0.94
"ram_k4_n18ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k4_n19ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k4_n20ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"rand179_l2.wcnf",1.19,0.78,0.36,0.46,0.41,7.73,1.42
"rand196_l2.wcnf",1.2,1.29,0.44,0.57,0.49,12.69,2.34
"rand209_l2.wcnf",0.79,0.69,0.26,0.32,0.37,10.43,0.99
"rand21_l2.wcnf",1.13,1.28,0.55,0.84,0.62,26.97,2.23
"rand290_l2.wcnf",1.07,1.04,0.45,0.62,0.62,4.67,1.95
"rand308_l2.wcnf",0.71,0.34,0.22,0.27,0.24,9.75,0.5
"rand313_l2.wcnf",0.79,0.99,0.41,0.49,0.38,10.22,1.87
"rand507_l2.wcnf",0.44,0.36,0.22,0.24,0.27,3.71,0.6
"rand7_l2.wcnf",0.74,0.55,0.31,0.38,0.31,3.99,0.84
"rand717_l2.wcnf",1.19,0.91,0.37,0.39,0.39,14.66,1.53
"rand943_l2.wcnf",1.12,0.73,0.31,0.38,0.45,12.15,1.53
"rand984_l2.wcnf",1.14,0.68,0.3,0.35,0.4,5.05,1.23
"real-5.wcnf",2.26,5.33,6.48,7.61,2.94,64.05,2.29
"real-6.wcnf",2.24,0.88,0.48,1.54,23.15,0.35,2.41
"rev66-10.wcnf",3600,244,116.4,103.01,109.88,89.85,162.17
"rev66-12.wcnf",3600,3600,3600,909.66,981.38,3098.54,3600
"rev66-14.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-16.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-18.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-20.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-22.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-24.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-26.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-28.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-30.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-32.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-6.wcnf",36.12,2.09,0.93,8.82,8.32,0.49,1.36
"rev66-8.wcnf",3600,54.83,36.96,50.14,45,19.52,43.33
"rsdecoder_fsm1dimacsfiltered.wcnf",239.51,7.2,2.69,10.31,17.5,843.58,6.04
"rsdecoder-debugdimacs.wcnf",43.78,22.83,2.57,3.23,47.95,3600,29
"rsdecoder-problemdimacs_34filtered.wcnf",51.48,8.53,1.79,260.95,48.56,176.11,4.27
"s38417_nan_explicit_0_0.wcnf",1.28,0.39,1.12,1.26,3.58,0.25,1.25
"s38584_nan_explicit_12_0.wcnf",3600,77.53,69.89,153.57,156.36,3600,80.61
"s38584_nan_explicit_13_0.wcnf",3600,36.67,52.53,86.32,116.5,3600,41.59
"s38584_nan_explicit_15_0.wcnf",3600,356.2,3264.26,1577.77,1620.58,3600,106.29
"s38584_nan_explicit_19_0.wcnf",3600,41.45,45.62,104.31,91.86,539.3,54.31
"s38584_nan_explicit_26_0.wcnf",3600,30.05,15.2,88.62,150.04,29.82,34.53
"s38584_nan_explicit_27_0.wcnf",3600,36.24,31.98,126.01,72.12,412.49,31.35
"s38584_nan_explicit_29_0.wcnf",3600,22.11,23.69,90.38,71.54,45.93,24.42
"s38584_nan_explicit_3_0.wcnf",3600,921.02,3600,3600,1385.41,3600,44.34
"s38584_nan_explicit_30_0.wcnf",3600,74.77,43.54,93.63,103.44,1825.93,31.24
"s38584_nan_explicit_31_0.wcnf",3600,33.92,75.27,120.63,107.83,63.86,35.81
"s38584_nan_explicit_33_0.wcnf",3600,13.16,12.08,110.56,33.39,21.04,17.21
"s38584_nan_explicit_34_0.wcnf",3600,19.45,23.88,52.41,90.83,55.27,25.75
"s38584_nan_explicit_35_0.wcnf",3600,25.75,24.17,31.31,24.64,149.49,28.49
"s38584_nan_explicit_37_0.wcnf",3600,13.48,11.95,140.17,21.06,19.16,21.46
"s38584_nan_explicit_4_0.wcnf",3600,3600,3600,3600,3600,3600,68.95
"s38584_nan_explicit_40_0.wcnf",3600,15.34,19.17,118.9,84.67,28.27,21.11
"s38584_nan_explicit_41_0.wcnf",3600,18.82,15.86,96.06,76.69,77.29,22.31
"s38584_nan_explicit_49_0.wcnf",258.6,15.19,10.95,23,20.09,14.92,20.8
"s38584_nan_explicit_5_0.wcnf",3600,3600,3600,3600,3600,3600,390.54
"s38584_nan_explicit_8_0.wcnf",3600,3600,3600,3600,3600,3600,3600
"san1000clq.wcnf",2.04,3600,41.3,61.93,216.77,3600,3.37
"san200_09_3clq.wcnf",0.3,3600,971.12,763.26,1846.83,3600,4.37
"san400_05_1clq.wcnf",479.27,3600,3600,3600,984.21,3600,3600
"sandiaproteingwcnft.wcnf",3600,172.85,191.68,82.11,237.19,32.42,150.95
"sanr200_07clq.wcnf",3600,3600,3600,3600,3600,3600,3600
"SAT_RACE06__velev-pipe-sat-10-b9cnfwcnf2.wcnf",178.25,46.49,6.46,29.88,150.64,102.3,37.32
"SAT_RACE08__cnf__ibm-2004-01-k90cnfwcnf10.wcnf",9.6,2.77,272.68,440.33,345.58,3600,1.05
"SAT02__industrial__biere__dinphil__dp10s10shuffledcnfwcnf8.wcnf",879.75,145.66,125.09,219.84,223.05,167.99,53.33
"SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug6_q0used-assat04-725cnfwcnf3.wcnf",451.23,209.77,4.52,19.28,100.59,331.13,89.24
"SAT07__industrial__vliw_sat_40__9vliw_m_9stages_iq3_C1_bug5cnfwcnf1.wcnf",224.86,126.93,5.72,2.38,184.66,3600,58.91
"SAT07__industrial__vliw_sat_40__9vliw_m_9stages_iq3_C1_bug6cnfwcnf3.wcnf",208.36,85.36,5.41,5.86,180.81,522.56,60.41
"SAT09__APPLICATIONS__satComp09_BioInstances__rbcl_xits_18_SATcnfwcnf2.wcnf",0.57,1.34,8.46,14.52,9.58,49.33,0.93
"SAT11__application__fuhs__AProVE11__AProVE11-09cnfwcnf4.wcnf",2305.33,268.42,2991.13,3600,3600,1626.66,436.3
"SAT11__application__fuhs__AProVE11__AProVE11-10cnfwcnf3.wcnf",3600,3600,56.29,77.08,95.34,3600,3600
"SAT11__application__fuhs__AProVE11__AProVE11-12cnfwcnf2.wcnf",130.54,20.07,34.16,81.87,64.07,73.87,28.03
"SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16cnfwcnf7.wcnf",23.24,0.92,66.11,227.01,2.68,497.18,2.34
"SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16cnfwcnf8.wcnf",24.13,0.93,7.47,192.01,2.45,896.5,2.77
"SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitincnfwcnf4.wcnf",302.59,103.01,155.67,333.94,471.31,3600,249.03
"SAT11__application__leberre__2dimensionalstrippacking__E05F18cnfwcnf8.wcnf",1039.93,99.13,57.94,79.91,68.13,109.11,24.06
"SAT11__application__manthey__traffic__traffic_3_uc_satcnfwcnf8.wcnf",312.07,263.84,2.71,3.42,5.91,3600,114.86
"SAT11__application__rintanen__SATPlanning__blocks-blocks-36-0170-NOTKNOWNcnfwcnf6.wcnf",973.67,1254.35,172.9,1007.28,781.65,3600,309.66
"SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3085-SATcnfwcnf1.wcnf",104.17,1551.62,1.82,2.93,5.8,3600,78.31
"SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3085-SATcnfwcnf5.wcnf",49.36,1.34,1.51,2.34,8.3,3600,6.08
"sbox_4.wcnf",0.2,0.28,0.13,3.17,8.79,1682.41,0.21
"sbox_8.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpclr10_maxsat.wcnf",12.63,3600,3600,3600,3600,3600,3600
"scpclr11_maxsat.wcnf",2924.61,3600,3600,3600,3600,3600,3600
"scpclr12_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpclr13_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc06_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc07_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc08_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc09_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc10_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc11_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"simp-ibd_5004.wcnf",3600,36.69,12.16,16.63,17.61,9.94,7.28
"soybean.wcnf",3600,3600,3600,3600,3600,3600,3600
"spi-debugdimacs.wcnf",51.71,41.82,5.07,624.13,176.33,615.18,13.34
"spi-problemdimacs_42filtered.wcnf",63.34,131.22,12.2,20.19,355.87,704.92,16.2
"spi.wcnf",3600,2.07,9.42,29.49,32.02,2.33,4.98
"splitedReads_0matrix.wcnf",797.77,3600,3600,3600,3600,3600,291.65
"splitedReads_158matrix.wcnf",7.2,1.4,0.34,0.52,0.96,7.52,1.83
"splitedReads_160matrix.wcnf",10.19,1.76,0.38,0.64,1.08,5.98,2.31
"splitedReads_18matrix.wcnf",4.94,0.88,0.76,1.79,0.26,5.91,1.18
"splitedReads_414matrix.wcnf",7.36,1.4,1.12,1.99,1.29,6.68,1.71
"Stat_vs_Exp_151_12lpsm-extracted.wcnf",3.27,1.21,13.69,13.58,3.93,4.33,5.94
"Stat_vs_Exp_58_12lpsm-extracted.wcnf",2.98,1.16,13.64,13.82,3.95,3.18,5.55
"Stat_vs_Exp_72_12lpsm-extracted.wcnf",3.31,1.19,13.63,14.01,3.74,4.19,6.62
"sudoku-debugdimacs.wcnf",37.56,17.01,2.77,3.59,51.14,475.96,10.25
"sudoku.wcnf",2828.17,3.03,7.73,188.94,21.11,3.96,4.88
"synthetic-12.wcnf",0.22,0.92,0.08,0.11,0.41,23.47,0.21
"synthetic-14.wcnf",0.07,0.07,0.04,0.04,0.15,3.72,0.05
"synthetic-21.wcnf",0.26,0.85,1.67,1.69,0.51,79.91,0.23
"tae.wcnf",3600,418.52,3600,3600,289.28,3600,254.69
"teams16_l6acnf.wcnf",6.17,1.8,2.04,16.73,17.54,11.28,1.45
"TEAMS20_l10aacnf.wcnf",3.22,0.37,5.79,29.69,0.52,13.07,0.28
"teams24_l5acnf.wcnf",66.32,3.99,3600,3600,3600,3600,0.9
"threshold128_0.wcnf",56.99,97.42,157.55,61.61,3600,3600,107.91
"threshold128_2.wcnf",57.73,363.94,157.74,77.47,3600,3600,137
"threshold128_3.wcnf",1,116.46,67.73,37.17,3600,3600,2.77
"threshold128_4.wcnf",3.16,139.65,30.13,68.15,3600,3600,86.08
"threshold128_5.wcnf",50.35,239.11,312.51,92.95,3600,3600,11.27
"threshold128_6.wcnf",33.15,129.69,84.76,50.18,3600,3600,66.97
"threshold128_8.wcnf",58.84,834.89,61.52,199.19,3600,3600,717.05
"tictactoe_train_1_CNF_3_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"tictactoe_train_3_DNF_1_1.wcnf",9.63,0.68,0.92,5.23,5.09,3.07,0.25
"titanic_train_0_CNF_4_1.wcnf",3600,3600,3600,3600,2461.98,3600,3600
"titanic_train_1_CNF_2_1.wcnf",12.06,17.33,193.13,202.32,169.35,33,1.06
"titanic_train_1_CNF_5_1.wcnf",3600,3600,3600,3600,3044.09,3600,3600
"titanic_train_9_CNF_2_1.wcnf",24.12,69.74,197.43,258.87,142.1,37.17,1.46
"toms_test_0_CNF_4_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"toms_test_1_DNF_5_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"toms_train_2_CNF_5_1.wcnf",3600,3600,3600,3270.79,3600,3600,3600
"TWComp_1c75_N69.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_1dj7_N73.wcnf",3600,3600,3600,3600,3113.94,3600,3600
"TWComp_1dp_N76.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_1en2_N69.wcnf",460.55,297.78,497.77,523.2,358.04,148.46,603.12
"TWComp_celar02_N100.wcnf",17.11,8.07,1.71,39.62,27.83,0.97,9.61
"TWComp_celar09pp_N67.wcnf",3.53,1.42,12.91,26.9,19.27,0.2,1.84
"TWComp_david_N87.wcnf",16.71,10.73,10.96,63.86,48.7,6.92,23.96
"TWComp_eil51tsp_N51.wcnf",2056.01,2568.35,3506.76,1229.99,831.2,288.73,315.92
"TWComp_hepar2_N70.wcnf",4.37,1.81,14.26,29.08,25.12,0.29,2.3
"TWComp_huck_N74.wcnf",5.6,2.44,14.91,36.09,29.3,0.48,2.96
"TWComp_jean_N77.wcnf",6.38,2.84,0.56,20.85,28.48,0.54,3.49
"TWComp_miles500_N128.wcnf",452.55,165.17,601.69,755.26,481.4,151.51,144.48
"TWComp_mulsoli5-pp_N119.wcnf",3600,1425.67,3600,971.99,778.92,142.16,1207.7
"TWComp_myciel4_N23.wcnf",8.73,8.36,11.56,39.29,22.98,7.01,12.63
"TWComp_myciel5_N47.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_oesoca+_N67.wcnf",142.21,79.7,110.67,172.47,88.86,95.2,105.72
"TWComp_pathfinder_N109.wcnf",22.66,10.76,1.42,31.98,30.66,1.23,13.16
"TWComp_queen5_5_N25.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_queen6_6_N36.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_queen7_7_N49.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_ship-ship-pp_N30.wcnf",419.03,30.19,39.06,67.77,49.9,27.89,44.06
"TWComp_win95pts_N76.wcnf",6.26,2.94,1.18,21.94,1.81,0.89,3.45
"twitter_test_0_CNF_2_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"twitter_test_1_CNF_5_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"twitter_test_9_CNF_4_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-nr-nr130-nc43-n3-k2-rpp4-ppr2-plb50.wcnf",11.35,4.6,2.39,6.86,3.53,10.01,0.66
"uaq-nr-nr150-nc50-n3-k2-rpp4-ppr2-plb50.wcnf",1224.41,169.48,91.5,104.97,33.51,538.45,32.03
"uaq-nr-nr220-nc73-n3-k2-rpp4-ppr2-plb50.wcnf",33.24,36.07,895.72,438.87,130.47,3600,6.64
"uaq-nr-nr240-nc80-n3-k2-rpp4-ppr2-plb50.wcnf",53.65,58.46,2485.45,1258.18,60.52,3600,6.91
"uaq-nr-nr340-nc113-n3-k2-rpp4-ppr2-plb50.wcnf",1.76,13.89,3600,3600,370.59,3600,0.54
"uaq-plb-nr250-nc83-n5-k2-rpp3-ppr5-plb100.wcnf",833.94,98.72,147.13,119.48,29.8,182.2,7.97
"uaq-plb-nr250-nc83-n5-k2-rpp3-ppr5-plb90.wcnf",3600,3600,2645.07,1136.99,249.39,3600,270.52
"uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr5-plb100.wcnf",3600,76.03,22.45,32.3,28.89,16.43,30.47
"uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr6-plb100.wcnf",3600,3600,3600,1398.86,648.8,3600,3600
"uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr11-plb100.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr13-plb100.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr6-plb100.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr9-plb100.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-rpp-nr100-nc33-n3-k2-rpp28-ppr2-plb20.wcnf",153.77,80.62,25.57,54.63,78.85,24.13,89.74
"uaq-rpp-nr100-nc33-n3-k2-rpp6-ppr2-plb20.wcnf",2.91,11.58,4.32,11.15,5.32,10.73,4.29
"UAutomizer_4BitCounterPointer_true-termination_true-valid-memsafetyc_Abstraction1.wcnf",0.23,0.09,0.11,0.11,0.53,1.39,0.37
"UAutomizer_AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflowc_Abstraction1.wcnf",0,0,0.01,0.01,0.01,3600,0
"UAutomizer_c03-alloca_true-termination_true-no-overflowci_Abstraction3.wcnf",0.26,0.12,0.13,0.13,0.59,1.74,0.42
"UAutomizer_CookSeeZuleger-2013TACAS-Fig7b-alloca_true-terminationci_Abstraction3.wcnf",0.33,0.14,0.16,0.16,0.75,2.54,0.53
"UAutomizer_cstrpbrk_diffterm_alloca_true-terminationci_Abstraction4.wcnf",0.07,0.02,0.04,0.04,0.16,3600,0.12
"UAutomizer_ll_append-alloca_false-terminationci_Abstraction1.wcnf",0.24,0.1,0.1,0.12,0.56,1.06,0.37
"UAutomizer_LogAG_true-termination_true-no-overflowc_Abstraction2.wcnf",0,0,0,0,0.01,3600,0
"UAutomizer_NestedRecursion_2b_false-termination_true-valid-memsafetyc_Abstraction2.wcnf",0.32,0.19,0.17,0.17,0.73,2.11,0.5
"vga-debugdimacs.wcnf",28.68,2.49,1.52,1.79,10.58,34.56,2.65
"wb_4m8s3dimacsfiltered.wcnf",22.38,10.6,3.09,3.59,20.94,3600,9.52
"wb_conmax3dimacsfiltered.wcnf",205.46,60.39,5.71,200.84,79.68,3600,12.99
"wb-debugdimacs.wcnf",19.74,25.36,2.41,2.12,7.48,3600,4.77
"wb1dimacsfiltered.wcnf",34.23,3.76,0.98,1.09,0.97,3600,3.74
"wdbc_train_0_CNF_3_1.wcnf",3600,3600,3600,3600,1866.72,3600,3600
"wdbc_train_1_CNF_1_1.wcnf",1.1,0.03,0.23,0.78,0.44,0.46,0.04
"we.wcnf",3600,3600,3600,3600,3600,3600,3600
"wolfram72_1.wcnf",4.83,5.95,19.97,53.38,3600,3600,5.6
"wolfram72_5.wcnf",15.12,4.85,23.82,83.11,3600,3600,8.8
"wolfram72_7.wcnf",4.8,3.98,17.73,53.81,3600,3600,3.68
"wolfram72_8.wcnf",18.57,18.42,22.85,66.77,3600,3600,4.27
"wolfram72_9.wcnf",1.06,12.02,29.21,70.51,3600,3600,3.29
"wolfram80_1.wcnf",24.08,98.31,63.75,96.89,3600,3600,16.44
"wolfram80_5.wcnf",28.63,165.65,61.08,72.34,3600,3600,10.81
"wolfram80_6.wcnf",16.79,18.63,27.22,104.9,3600,3600,12.03
"wolfram80_9.wcnf",5.25,8.19,30.25,120.05,3600,3600,32.69
"wqueens14_12wcspdir.wcnf",10.66,0.05,0.03,1.88,5.96,0.04,0.09
"wqueens16_14wcspdir.wcnf",205.1,0.18,0.09,8.73,7.02,0.06,0.81
"wqueens18_16wcspdir.wcnf",146.12,1.43,0.13,7.17,7.51,0.19,0.46
