"InstanceName","MaxHS","maxino2018","Open-WBO-g","Open-WBO-ms","Open-WBO-ms-pre","QMaxSAT2018","UWrMaxSat-1.0"
"MinFill_R0_queen8_12.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R0_queen8_8.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R1_games120.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R10_anna.wcnf",3.1,6.45,3600,3600,3019.26,49.88,68.08
"MinFill_R3_david.wcnf",57.01,3600,3600,3600,3600,2389.38,3600
"MinFill_R3_miles1000.wcnf",2669.86,3600,3600,3600,3600,3600,3600
"MinFill_R3_miles750.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R4_miles500.wcnf",3600,3600,3600,3600,3600,3600,3600
"mrisc_mem2wire.wcnf",186.01,15.02,44.1,205.18,118.22,35.05,15.11
"mrisc-debugdimacs.wcnf",36.12,16.9,2.41,100.52,85.03,3600,9.64
"mul_8_11.wcnf",3600,3600,3600,3600,3600,3600,3600
"mul_8_13.wcnf",3600,3600,3600,3600,3600,3600,3600
"mul_8_14.wcnf",3600,3600,3600,3600,3600,3600,3600
"mul_8_3.wcnf",156.43,3600,3600,1622.54,3600,3600,3600
"mul_8_9.wcnf",3600,3600,3600,3600,3600,3600,3600
"new-thyroid.wcnf",33.17,21.8,10,42.08,48.38,3600,12.01
"normalized-5xp1bopbmsat.wcnf",0.26,0.85,0.09,6.11,7.13,10.77,0.21
"normalized-alu4bopbmsat.wcnf",0.47,3600,3600,3600,3600,3600,3600
"normalized-apex4aopbmsat.wcnf",4.26,0.47,0.19,0.57,0.16,3600,2.38
"normalized-bench1piopbmsat.wcnf",2.67,3600,3600,3600,3600,3600,3600
"normalized-countbopbmsat.wcnf",0.16,0.03,0.03,4.91,5.55,12.33,0.11
"normalized-e64bopbmsat.wcnf",0.86,1.24,0.16,2.68,3.37,3600,3.57
"normalized-ex5piopbmsat.wcnf",2.64,3600,3600,3600,3600,3600,3021.55
"normalized-exampiopbmsat.wcnf",2.31,3600,3600,3600,72.73,3600,3600
"normalized-f2000.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-f20c10b_005_area_delay.wcnf",85.04,0.99,1.53,17.71,101.15,1.43,2.8
"normalized-f20c10b_024_area_delay.wcnf",24.86,0.2,18.03,132.07,7.69,1.25,0.34
"normalized-f51mbopbmsat.wcnf",0.18,0.05,0.05,6.18,5.31,38.26,0.08
"normalized-fir06_area_opers.wcnf",65.53,0.31,0.29,1.47,14.78,1.09,1.21
"normalized-fir09_area_opers.wcnf",133.61,1.81,2.23,51.73,68.53,10.85,17.84
"normalized-g100x100opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-g15x15opbmsat.wcnf",109.36,2311.17,32.8,24.23,19.64,61.01,92.21
"normalized-ii8a3.wcnf",2.45,169.64,3600,1106.04,8.85,3600,0.07
"normalized-jac3opbmsat.wcnf",2.91,0.32,73.26,313.97,844.68,3600,0.98
"normalized-m100_300_10_15r.wcnf",3.75,3600,3600,3600,3600,3600,3600
"normalized-max1024piopbmsat.wcnf",1.09,80.82,3600,3600,3600,3600,3600
"normalized-mps-v2-20-10-stein45opbmsat.wcnf",39.61,123.19,24,51.89,55.39,7.28,35.78
"normalized-par32-1opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-2opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-3opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-4.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-4opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-par32-5opbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"normalized-prom2piopbmsat.wcnf",1.87,3600,1260.35,733.44,3600,3600,3600
"normalized-rotbopbmsat.wcnf",0.94,3600,3600,3600,70.5,3600,811.83
"normalized-sao2bopbmsat.wcnf",0.12,0,38.05,62.41,0.35,569,0.02
"normalized-saucierr.wcnf",82.99,933.91,129.34,553.26,1581.34,1906.06,3600
"normalized-ssa7552-038opbmsat.wcnf",2.82,21.65,2.71,10.53,3600,3.19,0.67
"normalized-ssa7552-158opbmsat.wcnf",1.94,0.3,1.35,1.35,3600,1.48,0.44
"normalized-ssa7552-159opbmsat.wcnf",2.08,0.72,1.41,1.41,3600,1.65,0.48
"normalized-ssa7552-160opbmsat.wcnf",2.24,0.41,1.47,1.44,3600,2.29,0.52
"normalized-test4piopbmsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"orb08-894-1058.wcnf",23.8,11.63,11.32,135.29,68.9,8.4,12.16
"p_hat300-1clq.wcnf",231.71,22.49,36.06,47.88,51.44,7.78,3.45
"p_hat300-2clq.wcnf",206.19,925.22,575.88,224.25,174.96,929.09,13.39
"p_hat300-3clq.wcnf",3600,3600,3600,3600,1736.55,3600,3600
"p_hat700-3clq.wcnf",3600,3600,3600,3600,3600,3600,3600
"p15.wcnf",42.3,3.67,47.95,77.06,73.76,8.77,5.97
"p1wcnft.wcnf",3600,323.41,351.39,163.91,344.42,62.92,245.35
"parkinsons_train_6_DNF_4_1.wcnf",3.75,1.88,0.2,6.44,6.28,2.04,0.57
"pesp_18Min.wcnf",3600,3600,3600,3600,3600,3600,3600
"pesp_5min.wcnf",3600,3600,3600,3600,3600,1408,3600
"pima_train_5_CNF_2_1.wcnf",3600,411.19,1385.54,872.11,102.09,3600,10.7
"ram_k3_n10ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n11ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n12ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n13ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n14ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n15ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n16ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n17ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n18ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n19ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n20ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k3_n9ra0.wcnf",0.95,0.96,1.45,0.68,0.81,3600,0.94
"ram_k4_n18ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k4_n19ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"ram_k4_n20ra0.wcnf",3600,3600,3600,3600,3600,3600,3600
"rand179_l2.wcnf",1.2,0.78,0.36,0.47,0.43,8.19,1.43
"rand196_l2.wcnf",1.21,1.32,0.42,0.58,0.51,13.31,2.34
"rand209_l2.wcnf",0.8,0.68,0.27,0.33,0.36,10.81,1
"rand21_l2.wcnf",1.13,1.25,0.56,0.84,0.63,28.41,2.22
"rand290_l2.wcnf",1.07,1.02,0.46,0.61,0.64,4.68,1.96
"rand308_l2.wcnf",0.7,0.35,0.23,0.26,0.26,9.92,0.49
"rand313_l2.wcnf",0.78,1,0.4,0.48,0.01,10.32,1.87
"rand507_l2.wcnf",0.44,0.35,0.22,0.25,0.26,3.74,0.6
"rand7_l2.wcnf",0.75,0.56,0.31,0.38,0.33,4.09,0.85
"rand717_l2.wcnf",1.19,0.92,0.36,0.4,0.41,14.69,1.55
"rand943_l2.wcnf",1.13,0.73,0.31,0.38,0.47,12.59,1.52
"rand984_l2.wcnf",1.14,0.69,0.29,0.36,0.4,5.35,1.24
"real-5.wcnf",2.44,5.3,6.99,7.83,2.97,64.94,2.39
"real-6.wcnf",2.35,0.97,0.5,1.37,23.19,0.37,2.43
"rev66-10.wcnf",3600,245.81,116.96,103.47,110.45,88.05,162.17
"rev66-12.wcnf",3600,3600,3600,904.64,989.03,3230.81,3600
"rev66-14.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-16.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-18.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-20.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-22.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-24.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-26.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-28.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-30.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-32.wcnf",3600,3600,3600,3600,3600,3600,3600
"rev66-6.wcnf",36.18,2.11,0.92,8.79,8.29,0.47,1.37
"rev66-8.wcnf",3600,54.03,37.1,50.37,45.01,19.55,43.31
"rsdecoder_fsm1dimacsfiltered.wcnf",342.12,6.93,2.58,9.84,16.69,816.38,5.9
"rsdecoder-debugdimacs.wcnf",45.07,22.85,2.45,2.91,44.16,3600,28.24
"rsdecoder-problemdimacs_34filtered.wcnf",52.72,8.2,1.73,241.23,45.67,171.25,4.17
"s38417_nan_explicit_0_0.wcnf",1.24,0.35,1.03,1.16,3.39,0.25,1.26
"s38584_nan_explicit_12_0.wcnf",3600,78.11,75.17,161.47,164.82,3600,87.04
"s38584_nan_explicit_13_0.wcnf",3600,45.57,59,97.92,125.34,3600,41.59
"s38584_nan_explicit_15_0.wcnf",3600,409.57,3610.4,1790.97,1758.46,3600,116.45
"s38584_nan_explicit_19_0.wcnf",3600,48.79,49.14,112.25,97.57,597.86,60.8
"s38584_nan_explicit_26_0.wcnf",3600,36.39,16.37,99.18,155.27,33.71,40.29
"s38584_nan_explicit_27_0.wcnf",3600,38.21,32.64,128.29,76.8,465.54,37.42
"s38584_nan_explicit_29_0.wcnf",3600,22.6,23.7,0.09,71.24,47.31,24.94
"s38584_nan_explicit_3_0.wcnf",3600,941.55,3600,3600,1514.32,3600,47.66
"s38584_nan_explicit_30_0.wcnf",3600,83.89,44.94,93.63,104.27,1885.79,31.8
"s38584_nan_explicit_31_0.wcnf",3600,45.31,84.65,138.17,118.11,78.51,44.2
"s38584_nan_explicit_33_0.wcnf",3600,15.07,12.66,117.38,34.63,24.24,19.11
"s38584_nan_explicit_34_0.wcnf",3600,21.49,24.6,54.32,92.07,58.81,27.65
"s38584_nan_explicit_35_0.wcnf",3600,26.29,24.46,32.97,24.88,152.71,27.99
"s38584_nan_explicit_37_0.wcnf",3600,13.81,12.02,139.51,21.21,19.6,21.75
"s38584_nan_explicit_4_0.wcnf",3600,3600,3600,3600,3600,3600,73.88
"s38584_nan_explicit_40_0.wcnf",3600,15.77,19.46,119.99,84.7,29.4,21.44
"s38584_nan_explicit_41_0.wcnf",3600,23.19,16.95,104.83,80.37,87.17,26.13
"s38584_nan_explicit_49_0.wcnf",296.13,18.9,11.39,25.07,6.56,16.85,24.7
"s38584_nan_explicit_5_0.wcnf",3600,3600,3600,3600,3600,3600,420.47
"s38584_nan_explicit_8_0.wcnf",3600,3600,3600,3600,3600,3600,3600
"san1000clq.wcnf",2.08,3600,41.59,62.31,219.3,3600,3.41
"san200_09_3clq.wcnf",0.3,3600,992.01,767.54,1858.17,3600,4.37
"san400_05_1clq.wcnf",478.51,3600,3600,3600,987.86,3600,3600
"sandiaproteingwcnft.wcnf",3600,175.18,193.21,82.43,224.07,32.85,152.38
"sanr200_07clq.wcnf",3600,3600,3600,3600,3600,3600,3600
"SAT_RACE06__velev-pipe-sat-10-b9cnfwcnf2.wcnf",189.62,47.94,6.92,31.91,152.36,105.77,37.66
"SAT_RACE08__cnf__ibm-2004-01-k90cnfwcnf10.wcnf",9.65,2.81,281.02,454.81,341.88,3600,1.07
"SAT02__industrial__biere__dinphil__dp10s10shuffledcnfwcnf8.wcnf",849.35,146.26,128.85,222.51,224.97,169.73,53.56
"SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug6_q0used-assat04-725cnfwcnf3.wcnf",462.41,212.39,4.67,20.34,100.38,345.97,91.83
"SAT07__industrial__vliw_sat_40__9vliw_m_9stages_iq3_C1_bug5cnfwcnf1.wcnf",223.31,126.51,1.94,6.29,190.31,3600,60.62
"SAT07__industrial__vliw_sat_40__9vliw_m_9stages_iq3_C1_bug6cnfwcnf3.wcnf",225.01,88.96,5.41,5.9,155.35,535.24,61.8
"SAT09__APPLICATIONS__satComp09_BioInstances__rbcl_xits_18_SATcnfwcnf2.wcnf",0.57,1.34,8.6,14.7,9.69,50.05,0.94
"SAT11__application__fuhs__AProVE11__AProVE11-09cnfwcnf4.wcnf",2488.7,306.17,3140.17,3600,3600,1771.54,476.66
"SAT11__application__fuhs__AProVE11__AProVE11-10cnfwcnf3.wcnf",3600,3600,57.12,79.24,5.57,3600,3600
"SAT11__application__fuhs__AProVE11__AProVE11-12cnfwcnf2.wcnf",140.89,20.97,40.33,93.48,71.85,90.75,29.63
"SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16cnfwcnf7.wcnf",23.3,0.95,68.35,242.52,2.69,548.07,2.41
"SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16cnfwcnf8.wcnf",24.57,0.95,7.7,202.59,2.51,988.56,2.83
"SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitincnfwcnf4.wcnf",279.66,114.53,160.06,358.59,525.67,3600,266.32
"SAT11__application__leberre__2dimensionalstrippacking__E05F18cnfwcnf8.wcnf",1046.11,100.95,58.98,81,69.18,110.3,24.42
"SAT11__application__manthey__traffic__traffic_3_uc_satcnfwcnf8.wcnf",302.16,273.75,2.76,3.46,6,3600,131.88
"SAT11__application__rintanen__SATPlanning__blocks-blocks-36-0170-NOTKNOWNcnfwcnf6.wcnf",942.97,1382.88,185.41,1102.86,804.86,3600,352.98
"SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3085-SATcnfwcnf1.wcnf",97.43,1544.79,1.81,2.95,5.79,3600,80.85
"SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3085-SATcnfwcnf5.wcnf",50.89,1.35,1.56,2.37,8.32,3600,6.15
"sbox_4.wcnf",0.2,0.28,0.12,3.16,8.83,1790.35,0.21
"sbox_8.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpclr10_maxsat.wcnf",12.64,3600,3600,3600,3600,3600,3600
"scpclr11_maxsat.wcnf",2927.47,3600,3600,3600,3600,3600,3600
"scpclr12_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpclr13_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc06_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc07_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc08_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc09_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc10_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"scpcyc11_maxsat.wcnf",3600,3600,3600,3600,3600,3600,3600
"simp-ibd_5004.wcnf",3600,36.96,12.25,16.68,17.69,9.99,7.31
"soybean.wcnf",3600,3600,3600,3600,3600,3600,3600
"spi-debugdimacs.wcnf",57.21,43.32,5.24,666.17,173.11,3600,13.27
"spi-problemdimacs_42filtered.wcnf",69.24,128.65,12.14,20.01,360.78,3600,16.1
"spi.wcnf",3600,2.09,9.77,30.61,32.11,2.51,5.08
"splitedReads_0matrix.wcnf",799.87,3600,3600,3600,3600,3600,296.47
"splitedReads_158matrix.wcnf",7.2,1.43,0.38,0.53,0.98,7.96,1.84
"splitedReads_160matrix.wcnf",10.07,1.76,0.4,0.65,1.09,6.24,2.29
"splitedReads_18matrix.wcnf",4.91,0.9,0.79,1.86,0.26,6.07,1.18
"splitedReads_414matrix.wcnf",7.35,1.39,1.12,2.01,1.32,7.54,1.71
"Stat_vs_Exp_151_12lpsm-extracted.wcnf",3.48,1.28,14.09,13.97,3.99,4.96,5.85
"Stat_vs_Exp_58_12lpsm-extracted.wcnf",3.14,1.23,14.01,14.18,4.06,3.73,5.47
"Stat_vs_Exp_72_12lpsm-extracted.wcnf",3.52,1.29,13.9,14.21,3.8,5.1,6.44
"sudoku-debugdimacs.wcnf",37.96,17.36,2.73,3.58,52.28,495.01,10.41
"sudoku.wcnf",2618.17,3.15,8.37,201.41,21.26,3.97,4.97
"synthetic-12.wcnf",0.23,0.97,0.09,0.12,0.39,24.41,0.22
"synthetic-14.wcnf",0.07,0.07,0.04,0.04,0.15,3.94,0.06
"synthetic-21.wcnf",0.28,0.81,1.67,1.68,0.52,72.75,0.22
"tae.wcnf",3600,424.22,3600,3600,293.85,3600,257.64
"teams16_l6acnf.wcnf",8.36,1.81,2.05,16.79,17.53,11.48,1.46
"TEAMS20_l10aacnf.wcnf",4,0.39,5.91,29.88,0.49,13.45,0.28
"teams24_l5acnf.wcnf",67.07,3.9,3600,3600,3600,3600,0.91
"threshold128_0.wcnf",57.09,97.78,159.91,61.91,3600,3600,109.06
"threshold128_2.wcnf",58.21,370.87,158.66,77.56,3600,3600,137.54
"threshold128_3.wcnf",1.01,118.32,68.44,37.19,3600,3600,2.76
"threshold128_4.wcnf",3.18,140.61,30.45,68.85,3600,3600,87.2
"threshold128_5.wcnf",50.8,245.34,320.78,93.11,3600,3600,11.33
"threshold128_6.wcnf",33.58,131.07,85.62,50.6,3600,3600,67.74
"threshold128_8.wcnf",59.43,863.36,62.47,201.24,3600,3600,724.8
"tictactoe_train_1_CNF_3_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"tictactoe_train_3_DNF_1_1.wcnf",9.67,0.69,0.92,5.25,5.11,3.1,0.25
"titanic_train_0_CNF_4_1.wcnf",3600,3600,3600,3600,2544.67,3600,3600
"titanic_train_1_CNF_2_1.wcnf",12.05,17.07,196.08,207.22,173.84,33.34,1.07
"titanic_train_1_CNF_5_1.wcnf",3600,3600,3600,3600,3070.08,3600,3600
"titanic_train_9_CNF_2_1.wcnf",24.16,70.47,200.2,265.97,146.39,36.96,1.46
"toms_test_0_CNF_4_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"toms_test_1_DNF_5_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"toms_train_2_CNF_5_1.wcnf",3600,3600,3600,3478.68,3600,3600,3600
"TWComp_1c75_N69.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_1dj7_N73.wcnf",3600,3600,3600,3600,3228.62,3600,3600
"TWComp_1dp_N76.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_1en2_N69.wcnf",636.72,307.96,521.32,540.94,364.5,155.91,613.71
"TWComp_celar02_N100.wcnf",17.98,8.64,1.81,42.64,29.56,1.07,10.21
"TWComp_celar09pp_N67.wcnf",3.67,1.48,15.18,30.4,19.85,0.2,1.89
"TWComp_david_N87.wcnf",17.53,11.23,12.02,67.59,50.35,7.13,24.72
"TWComp_eil51tsp_N51.wcnf",1988.89,2728.67,3714.49,1272.83,860.66,299.09,326.68
"TWComp_hepar2_N70.wcnf",4.45,1.84,15.67,31,25.6,0.31,2.34
"TWComp_huck_N74.wcnf",5.76,2.5,16.75,38.65,30.22,0.51,3.03
"TWComp_jean_N77.wcnf",6.57,2.96,0.61,21.29,30.15,0.57,3.61
"TWComp_miles500_N128.wcnf",292.82,170.62,696.78,777.47,489.04,158.89,153.01
"TWComp_mulsoli5-pp_N119.wcnf",3600,1465.75,3600,1010.37,806.28,144.08,1232.29
"TWComp_myciel4_N23.wcnf",8.77,8.41,11.61,39.46,23.08,6.99,12.67
"TWComp_myciel5_N47.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_oesoca+_N67.wcnf",141.47,82.63,115.48,178.07,89.91,96.19,107.42
"TWComp_pathfinder_N109.wcnf",23.37,10.86,1.55,33.26,31.51,1.26,13.36
"TWComp_queen5_5_N25.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_queen6_6_N36.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_queen7_7_N49.wcnf",3600,3600,3600,3600,3600,3600,3600
"TWComp_ship-ship-pp_N30.wcnf",142.94,30.03,39.11,67.95,49.68,27.83,44.11
"TWComp_win95pts_N76.wcnf",6.3,2.99,1.19,22.33,26.99,0.93,3.54
"twitter_test_0_CNF_2_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"twitter_test_1_CNF_5_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"twitter_test_9_CNF_4_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-nr-nr130-nc43-n3-k2-rpp4-ppr2-plb50.wcnf",11.37,4.6,2.4,6.89,3.53,10.02,0.65
"uaq-nr-nr150-nc50-n3-k2-rpp4-ppr2-plb50.wcnf",1226.22,172.96,91.63,105.1,33.55,539.26,32.18
"uaq-nr-nr220-nc73-n3-k2-rpp4-ppr2-plb50.wcnf",34.57,36.16,900.09,438.72,130.27,3600,6.66
"uaq-nr-nr240-nc80-n3-k2-rpp4-ppr2-plb50.wcnf",48.44,58.62,2527.01,1273.4,60.94,3600,6.93
"uaq-nr-nr340-nc113-n3-k2-rpp4-ppr2-plb50.wcnf",1.77,13.97,3600,3600,378.55,3600,0.54
"uaq-plb-nr250-nc83-n5-k2-rpp3-ppr5-plb100.wcnf",834.55,99.45,148.5,120.46,29.83,180.16,8.02
"uaq-plb-nr250-nc83-n5-k2-rpp3-ppr5-plb90.wcnf",3600,3600,2716.19,1142.85,250.43,3600,271.29
"uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr5-plb100.wcnf",3600,76.01,22.37,32.28,28.83,16.02,30.44
"uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr6-plb100.wcnf",3600,3600,3600,1404.5,656.77,3600,3600
"uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr11-plb100.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr13-plb100.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr6-plb100.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr9-plb100.wcnf",3600,3600,3600,3600,3600,3600,3600
"uaq-rpp-nr100-nc33-n3-k2-rpp28-ppr2-plb20.wcnf",153.31,81.25,25.63,54.43,78.5,24.09,89.86
"uaq-rpp-nr100-nc33-n3-k2-rpp6-ppr2-plb20.wcnf",2.91,11.58,4.3,11.18,5.31,10.66,4.27
"UAutomizer_4BitCounterPointer_true-termination_true-valid-memsafetyc_Abstraction1.wcnf",0.23,0.09,0.11,0.12,0.53,1.4,0.37
"UAutomizer_AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflowc_Abstraction1.wcnf",0,0,0,0.01,0.01,3600,0
"UAutomizer_c03-alloca_true-termination_true-no-overflowci_Abstraction3.wcnf",0.26,0.1,0.13,0.13,0.61,1.75,0.42
"UAutomizer_CookSeeZuleger-2013TACAS-Fig7b-alloca_true-terminationci_Abstraction3.wcnf",0.33,0.14,0.16,0.16,0.77,2.55,0.53
"UAutomizer_cstrpbrk_diffterm_alloca_true-terminationci_Abstraction4.wcnf",0.07,0.02,0.05,0.03,0.16,3600,0.12
"UAutomizer_ll_append-alloca_false-terminationci_Abstraction1.wcnf",0.23,0.11,0.11,0.12,0.52,1.03,0.38
"UAutomizer_LogAG_true-termination_true-no-overflowc_Abstraction2.wcnf",0,0,0,0,0.01,3600,0
"UAutomizer_NestedRecursion_2b_false-termination_true-valid-memsafetyc_Abstraction2.wcnf",0.33,0.21,0.17,0.17,0.82,2.4,0.52
"vga-debugdimacs.wcnf",28.8,2.61,1.54,1.85,10.87,36.09,2.76
"wb_4m8s3dimacsfiltered.wcnf",22.51,10.71,2.74,3.41,21.3,3600,9.55
"wb_conmax3dimacsfiltered.wcnf",166.35,61.44,5.7,216.17,82.44,3600,13.17
"wb-debugdimacs.wcnf",19.82,26.1,2.43,2.19,7.65,3600,4.8
"wb1dimacsfiltered.wcnf",43.07,4.43,1.13,1.21,1.03,3600,3.84
"wdbc_train_0_CNF_3_1.wcnf",3600,3600,3600,3600,1894.7,3600,3600
"wdbc_train_1_CNF_1_1.wcnf",1.12,0.03,0.23,0.78,0.44,0.46,0.04
"we.wcnf",3600,3600,3600,3600,3600,3600,3600
"wolfram72_1.wcnf",4.93,6.02,19.96,54.18,3600,3600,5.81
"wolfram72_5.wcnf",15.5,4.81,23.94,83.91,3600,3600,8.92
"wolfram72_7.wcnf",4.86,4.01,17.73,54.16,3600,3600,3.68
"wolfram72_8.wcnf",18.7,18.63,23.02,66.96,3600,3600,4.29
"wolfram72_9.wcnf",1.07,11.94,29.42,71.6,3600,3600,3.31
"wolfram80_1.wcnf",24.9,101.01,64.48,100.17,3600,3600,16.48
"wolfram80_5.wcnf",28.7,166.69,61.3,72.85,3600,3600,10.92
"wolfram80_6.wcnf",17.03,18.66,27.44,106.15,3600,3600,12.15
"wolfram80_9.wcnf",5.28,8.27,30.46,122.69,3600,3600,32.98
"wqueens14_12wcspdir.wcnf",7.96,0.05,0.02,1.9,5.98,0.04,0.09
"wqueens16_14wcspdir.wcnf",251.66,0.18,0.1,8.73,7.03,0.06,0.81
"wqueens18_16wcspdir.wcnf",302.63,1.43,0.13,7.14,7.48,0.19,0.46
