benchmark,nvarsOrig,nclausesOrig,nvars,nclauses,reducedVars,reducedClauses,Pre.featuretime,vars.clauses.ratio,POSNEG.RATIO.CLAUSE.mean,POSNEG.RATIO.CLAUSE.coeff.variation,POSNEG.RATIO.CLAUSE.min,POSNEG.RATIO.CLAUSE.max,POSNEG.RATIO.CLAUSE.entropy,VCG.CLAUSE.mean,VCG.CLAUSE.coeff.variation,VCG.CLAUSE.min,VCG.CLAUSE.max,VCG.CLAUSE.entropy,UNARY,BINARY.,TRINARY.,Basic.featuretime,VCG.VAR.mean,VCG.VAR.coeff.variation,VCG.VAR.min,VCG.VAR.max,VCG.VAR.entropy,POSNEG.RATIO.VAR.mean,POSNEG.RATIO.VAR.stdev,POSNEG.RATIO.VAR.min,POSNEG.RATIO.VAR.max,POSNEG.RATIO.VAR.entropy,HORNY.VAR.mean,HORNY.VAR.coeff.variation,HORNY.VAR.min,HORNY.VAR.max,HORNY.VAR.entropy,horn.clauses.fraction,VG.mean,VG.coeff.variation,VG.min,VG.max,KLB.featuretime,CG.mean,CG.coeff.variation,CG.min,CG.max,CG.entropy,cluster.coeff.mean,cluster.coeff.coeff.variation,cluster.coeff.min,cluster.coeff.max,cluster.coeff.entropy,CG.featuretime
sat/barman-pfile07-027.sas.cr.37.cnf,119130,4937390,66963,4336732,0.779042158,0.138504754,13.24,0.01544089,0.933821505,0.261460826,0,1,0.314466103,0.000031826,1.186567695,0.000029867,0.004554754,0.082954031,0,0.989208003,0.990754559,0.48,0.000031826,0.880413082,0.000001153,0.000133049,3.758664617,0.695724492,0.263142798,0,0.993055556,3.455428541,0.000029548,0.948366623,0.000000461,0.000132358,3.043863967,0.989279255,0.000043359,0.761962888,0.000001153,0.000178706,8.34,-1,0,-1,0,-512,-1,0,-1,0,0,22.25
sat/barman-pfile08-030.sas.cr.27.cnf,107436,5487618,58057,4638724,0.850526207,0.183001619,20.32,0.012515726,0.946144084,0.234341435,0,1,0.268719859,0.000036283,1.143820562,0.000034449,0.006631414,0.069368545,0,0.991184429,0.992449863,0.51,0.000036283,0.927709086,0.000001078,0.000158018,3.792352608,0.707274022,0.263455851,0,0.994535519,3.279157222,0.000034148,0.989110425,0.000000431,0.000157371,3.077072139,0.991245653,0.000048313,0.795249734,0.000001078,0.000210403,6.53,-1,0,-1,0,-512,-1,0,-1,0,0,31.35
sat/barman-pfile09-036.sas.cr.33.cnf,146098,8513036,80960,7412944,0.804570158,0.148401499,24.51,0.010921437,0.95285414,0.218563132,0,1,0.241266562,0.000025845,1.121401545,0.000024704,0.005471838,0.060819412,0,0.992406256,0.9935444,0.86,0.000025845,0.950757579,0.000000674,0.00011399,3.7328863,0.717810237,0.262812679,0,0.995260664,3.374878989,0.000024517,1.007008749,0.00000027,0.000113585,3.030327297,0.992445646,0.000033669,0.813450439,0.000000674,0.000149333,12.68,-1,0,-1,0,-512,-1,0,-1,0,0,30.66
sat/barman-pfile10-038.sas.cr.25.cnf,119262,7373206,63556,6167600,0.876486878,0.19547409,21.51,0.010304819,0.95546778,0.21205857,0,1,0.231473984,0.000032861,1.114923956,0.000031468,0.007442256,0.058683813,0,0.992697321,0.993760782,0.67,0.000032861,0.963364405,0.000000811,0.000146735,3.809710508,0.717966063,0.264280585,0,0.995575221,3.395848021,0.000031241,1.018180626,0.000000324,0.000146248,3.060520927,0.992746773,0.000042764,0.822145342,0.000000811,0.000191971,8.26,-1,0,-1,0,-512,-1,0,-1,0,0,20.27
sat/barman-pfile10-040.sas.cr.17.cnf,82566,5104398,40687,3930685,1.029296827,0.298602661,14.35,0.010351122,0.955254904,0.212433173,0,1,0.234016946,0.000051413,1.11870956,0.000049156,0.011625335,0.060816735,0,0.992390385,0.993417178,0.44,0.000051413,0.964873734,0.000001272,0.00023024,3.941834677,0.711746508,0.26736861,0,0.995575221,3.490328714,0.000048786,1.021792841,0.000000509,0.000229477,3.163209299,0.992450934,0.000067121,0.821606,0.000001272,0.00030122,3.82,-1,0,-1,0,-512,-1,0,-1,0,0,37.29
sat/barman-pfile10-040.sas.cr.21.cnf,100914,6238802,52127,5049749,0.93592572,0.235467743,16.91,0.010322691,0.955384728,0.212202508,0,1,0.232479747,0.000040091,1.116411608,0.000038368,0.009073992,0.059526389,0,0.99257369,0.993622851,0.55,0.000040091,0.96387074,0.00000099,0.000179217,3.862986368,0.715538616,0.265478828,0,0.995575221,3.43470164,0.000038086,1.019521418,0.000000396,0.000178623,3.09896137,0.992627554,0.000052241,0.821867836,0.00000099,0.000234467,5.69,-1,0,-1,0,-512,-1,0,-1,0,0,37.45
sat/C168_FW_UT_518.cnf,1909,7511,68,417,27.073529412,17.011990408,0.01,0.163069544,0.696585589,0.50841207,0,1,1.764112682,0.049936521,0.595604069,0.029411765,0.147058824,1.47076218,0,0.57793765,0.666666667,0,0.049936521,1.096103441,0.002398082,0.208633094,2.987474353,0.646290055,0.336346916,0.066666667,1,2.612666792,0.018902525,1.114629124,0,0.12470024,2.409499481,0.621103118,0.034631119,0.82203135,0.002398082,0.127098321,0,0.121433788,0.708274651,0.011990408,0.450839329,4.401739716,0.175506841,0.591072168,0.034545871,0.516483516,3.358863645,0.05
sat/countbitsarray04_32.cnf,8750,25865,4390,19663,0.993166287,0.315414738,0.09,0.223261964,0.361496911,0.907538165,0,1,1.354881371,0.000684495,0.353065878,0.000455581,0.006150342,1.126102509,0,0.340538066,0.683517266,0,0.000684495,0.176728968,0.000406856,0.003356558,1.773356877,0.062329561,0.071316976,0,0.8,1.704746549,0.000257841,0.281338125,0.000050857,0.001932564,1.433209717,0.490464324,0.000503843,0.329955956,0.000254285,0.003102273,0.03,0.000816954,0.357661297,0.000254285,0.007577684,2.693608912,0.153327053,0.299026566,0.034899329,0.628571429,2.514881871,0.25
sat/countbitssrl128.cnf,301759,904892,110076,561543,1.741369599,0.611438483,5.14,0.196024169,0.373417924,0.958052671,0,1,1.421863924,0.000028061,0.686147145,0.000018169,0.001171918,1.25243911,0,0.325782709,0.672600317,0.06,0.000028061,2.453922118,0.000014246,0.002046148,1.661732549,0.076508904,0.05133337,0,0.866666667,1.635769774,0.000011859,2.592400647,0.000001781,0.000911773,1.422296976,0.542989584,0.000055176,1.719128137,0.000010685,0.00158848,19.03,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
sat/ctl_3791_556_unsat.cnf,16541,111990,14986,110332,0.103763513,0.015027372,0.18,0.135826415,0.045683332,3.550250835,0,1,0.370126373,0.000238829,0.21411091,0.000133458,0.000333645,0.717162913,0,0.171663706,0.249329297,0.02,0.000238829,0.891103565,0.000045318,0.000996991,3.163117418,0.022815996,0.055814036,0,0.4,1.188872921,0.000029379,1.241896122,0.000009064,0.000571004,1.180749053,0.200676141,0.000420983,0.925314119,0.000072508,0.001776457,0.37,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
sat/ctl_4291_567_8_unsat.cnf,17850,147312,17725,147296,0.007052186,0.000108625,0.39,0.120335922,0.120667002,1.94084486,0,1,0.71280743,0.000189588,0.238169615,0.000112835,0.000282087,0.986754753,0,0.204866391,0.434845481,0.02,0.000189588,0.822986751,0.000040734,0.000767163,3.694766478,0.074052933,0.071036577,0,0.5,2.613446658,0.000040171,0.72162123,0.000006789,0.000434499,2.0515858,0.298263361,0.000303105,0.850861068,0.000047523,0.001154139,0.54,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
sat/cube-11-h13-unsat.cnf,455627,1367522,120512,791939,2.780760422,0.726802191,8.83,0.152173337,0.375365161,0.554023548,0,1,1.477313303,0.000028743,0.30837887,0.000016596,0.000157661,1.421464507,0,0.164295482,0.586002205,0.1,0.000028743,10.245321521,0.000008839,0.016242413,2.982552507,0.164176326,0.122016656,0,0.998872286,3.019665969,0.000012814,13.65035994,0.000002525,0.012114569,1.800384516,0.488194166,0.000030043,8.912850202,0.000008839,0.012882305,22.85,-1,0,-1,0,-512,-1,0,-1,0,0,20.08
sat/custmulsb2x32o.cnf,4660,13677,2483,10036,0.876761981,0.362793942,0.05,0.247409326,0.38359928,0.796039929,0,1,1.15747629,0.001138993,0.598868658,0.000805477,0.027386226,0.927309545,0,0.315464328,0.895775209,0.01,0.001138993,0.936916192,0.000697489,0.024810682,1.678216489,0.089785923,0.065545491,0,0.285714286,1.590810491,0.000494996,1.096073076,0.000298924,0.011060183,1.473253027,0.512156238,0.000993203,1.333453507,0.000498206,0.02162216,0.01,0.002686264,1.181579339,0.000498206,0.031187724,3.364655468,0.164435546,0.647811997,0.01147693,0.904761905,3.141461186,0.42
sat/custmulun16x16o.cnf,3633,10626,2012,8199,0.805666004,0.296011709,0.06,0.24539578,0.34537152,0.832131235,0,1,1.18020488,0.001417886,0.66963871,0.000994036,0.030318091,0.986689708,0,0.334552994,0.870959873,0,0.001417886,0.264473766,0.000975729,0.003902915,1.736814491,0.083008774,0.065349241,0,0.384615385,1.708601458,0.000655659,0.676603907,0.000121966,0.003902915,1.705930567,0.551164776,0.001271066,1.010169864,0.000731797,0.008293694,0.01,0.001737842,0.702942607,0.000853763,0.035004269,2.636675931,0.165505722,0.470044431,0.028985507,0.805555556,2.802773602,0.12
sat/dated-10-19-u.cnf,246502,1169243,68668,447274,2.589765247,1.61415374,3.65,0.153525579,0.344771991,1.036718323,0,1,1.298283473,0.000038241,0.375329134,0.000029126,0.000174754,0.975979618,0,0.550309206,0.928066465,0.06,0.000038241,0.599449123,0.000013415,0.000093902,2.922475683,0.238810569,0.157751614,0,0.826086957,3.152248441,0.00002421,0.543753649,0.000006707,0.000062601,2.624646601,0.737284081,0.000037444,0.596050644,0.000008943,0.000089431,7.43,0.000061054,0.680985657,0.000006707,0.00019004,3.702260402,0.134780261,0.751695464,0.025444596,0.611111111,3.140356207,15.65
sat/div2.c.20.smt2-stp212.cnf,140148,668917,101578,639447,0.379708205,0.046086697,2.3,0.158852884,0.357337486,0.574915596,0,1,1.520979521,0.000036056,0.357917926,0.000019689,0.00042332,1.248124178,0,0.096211258,0.590890254,0.07,0.000036056,2.233712242,0.000010947,0.000971152,2.221767154,0.04752393,0.095669953,0,0.818181818,1.216761371,0.000012898,1.66416304,0.000001564,0.000283057,1.749051786,0.446212118,0.000018697,2.079834221,0.000006255,0.000919545,16.2,-1,0,-1,0,-512,-1,0,-1,0,0,20.04
sat/E00N23.cnf,15364,2210893,13209,2179433,0.16314634,0.014434947,30.76,0.006060751,0.976154693,0.14475236,0,1,0.157192132,0.000686255,0.649323949,0.000151412,0.007949126,2.348634871,0,0.01588716,0.030840131,0.32,0.000686255,3.984597498,0.000003212,0.015261768,1.55243293,0.367799477,0.228048441,0.25,0.999326146,1.04645785,0.000602586,4.428987844,0.000000918,0.015247085,1.54219379,0.967124018,0.000018911,1.354682735,0.00001193,0.000291819,1.88,-1,0,-1,0,-512,-1,0,-1,0,0,44.99
sat/E02F22.cnf,13574,1301188,11448,1262053,0.185709294,0.031008999,16.48,0.009070934,0.966448319,0.173290526,0,1,0.205696234,0.000723407,0.427897245,0.000174703,0.005852551,2.204110153,0,0.02364243,0.044865786,0.18,0.000723407,4.033201404,0.000005547,0.01620138,1.608575446,0.373302988,0.228168779,0.189873418,0.99885031,1.110715913,0.000674487,4.31179149,0.000001585,0.016179194,1.617097601,0.974911513,0.00003055,1.293370734,0.000019809,0.00046353,0.94,-1,0,-1,0,-512,-1,0,-1,0,0,22.44
sat/e2_1.c.smt2-stp212.cnf,24293,98163,15053,85765,0.61383113,0.144557803,0.53,0.175514487,0.41185299,0.701439859,0,1,1.613027011,0.000238038,0.535955922,0.000132864,0.008370425,1.393656988,0,0.13866962,0.544954235,0.01,0.000238038,1.881265448,0.000081618,0.010120679,2.567775814,0.056872602,0.103082019,0,0.911764706,1.697432396,0.000114169,1.518573987,0.00002332,0.003731126,2.093702457,0.533107911,0.000180958,1.683800113,0.000046639,0.004255815,0.38,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
sat/e2_2.c.smt2-cvc4.cnf,8443,39060,5721,33661,0.475790946,0.160393334,0.27,0.1699593,0.477862474,0.787631981,0,1,1.464657886,0.000627601,1.544977379,0.000349589,0.011886034,1.312154815,0,0.394135647,0.851311607,0,0.000627601,1.233057448,0.000237664,0.010219542,3.137174187,0.23180692,0.245297852,0,0.915492958,3.08226794,0.000350597,1.498179456,0.000029708,0.005198895,2.907358325,0.68613529,0.001252969,0.883238134,0.00014854,0.010991949,0.07,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
sat/e2a_2.c.smt2-cvc4.cnf,7114,34725,4967,30381,0.432252869,0.142984102,0.24,0.163490339,0.474125249,0.797759023,0,1,1.424665519,0.000710585,1.588916719,0.000402658,0.025367425,1.269179661,0,0.404298739,0.862183602,0.01,0.000710585,1.266899696,0.000263322,0.011322866,3.136802095,0.222815355,0.249056875,0,0.915492958,3.008949177,0.000395302,1.516400417,0.000032915,0.005760179,2.922298235,0.68621836,0.001383331,0.985205283,0.000164577,0.012178664,0.05,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
sat/eq.atree.braun.11.unsat.cnf,1400,4732,969,4024,0.444788442,0.175944334,0.02,0.240805169,0.343813755,0.838116911,0,1,1.19615501,0.003076228,0.382217563,0.002063983,0.02373581,0.957810236,0,0.218190855,0.87972167,0,0.003076228,0.29770739,0.001739563,0.005964215,2.446214589,0.078406025,0.092359657,0,0.5,2.101388595,0.001345385,0.578022944,0.000497018,0.005467197,2.008036308,0.500497018,0.00222863,0.56900754,0.001242545,0.007952286,0.01,0.004094222,0.381345128,0.001242545,0.029821074,2.880796894,0.269796574,0.341464481,0.017906336,0.575,3.439702291,0.09
sat/eq.atree.braun.12.unsat.cnf,1694,5726,1165,4834,0.454077253,0.184526272,0.03,0.241001241,0.344831058,0.834875537,0,1,1.195111722,0.002553799,0.381114386,0.001716738,0.021459227,0.951080371,0,0.217004551,0.877534133,0,0.002553799,0.299135881,0.001448076,0.0051717,2.428699367,0.077569907,0.090055665,0,0.5,2.047521176,0.001122237,0.594823919,0.000413736,0.004964832,1.974444376,0.500413736,0.001864476,0.595635296,0.00103434,0.007240381,0.01,0.003403608,0.401386183,0.00103434,0.029582127,2.882631476,0.27069701,0.340482167,0.014957265,0.566176471,3.467714964,0.11
sat/eq.atree.braun.13.unsat.cnf,2010,6802,1384,5732,0.452312139,0.186671319,0.03,0.2414515,0.3451858,0.832410075,0,1,1.182201663,0.002141789,0.381900133,0.001445087,0.019508671,0.933756453,0,0.217027216,0.885729239,0,0.002141789,0.304343498,0.001221214,0.004710398,2.413125177,0.076666554,0.085500079,0,0.5,2.066775102,0.000948937,0.617530002,0.000348918,0.004535939,1.976259323,0.503140265,0.001572149,0.6217931,0.000872296,0.006629449,0.01,0.002857697,0.413265193,0.000872296,0.029309142,2.866703233,0.270413007,0.338625658,0.012679628,0.575,3.41553913,0.13
sat/f1000.cnf,1000,4250,983,4233,0.017293998,0.004016064,0.01,0.23222301,0.493149067,0.586518702,0,1,0.665480376,0.003076395,0.050708853,0.003051882,0.004069176,0.113579453,0,0,0.975903614,0,0.003076395,0.284149861,0.000944956,0.007323411,2.674131839,0.226389726,0.165805999,0,1,3.364577209,0.001539519,0.392809897,0,0.003779825,2.328920914,0.503425467,0.006134526,0.284495002,0.001889913,0.014646823,0.01,0.004636603,0.243297066,0.001653674,0.01015828,2.95538623,0.105351928,0.244862578,0.048625793,0.25,2.28719863,0.14
sat/f600.cnf,600,2550,588,2537,0.020408163,0.005124162,0,0.231769807,0.493115228,0.585984278,0,1,0.670173295,0.005144943,0.052659395,0.005102041,0.008503401,0.118316655,0,0,0.975167521,0,0.005144943,0.262582937,0.001970832,0.009854158,2.623500456,0.236681603,0.182016653,0,1,3.392397326,0.002594928,0.369052019,0.000394166,0.005912495,2.288073464,0.506109578,0.010177268,0.259980483,0.003941663,0.019708317,0,0.007628214,0.230453918,0.002759164,0.014189988,2.900838316,0.10844934,0.243272075,0.055555556,0.277777778,2.277531755,0.08
sat/g250.29.cnf,7250,454622,7000,454372,0.035714286,0.00055021,2.81,0.015405879,1,0,1,1,0,0.000551724,2.551260193,0.000285714,0.008,0.149994924,0,0.965517241,0.965517241,0.05,0.000551724,0.062127232,0.00044457,0.000647047,3.395203916,0,0,0,0,0,0.000275862,0.062127232,0.000222285,0.000323523,3.395203916,0.965517241,0.007783561,0.061652929,0.006283398,0.009118079,0.37,-1,0,-1,0,-512,-1,0,-1,0,0,20.1
sat/gaussian.c.75.smt2-cvc4.cnf,1987158,8561035,1301961,7281539,0.526280741,0.175717798,36.15,0.178802998,0.371441977,0.81148415,0,1,1.312881421,0.000002382,0.778446612,0.000001536,0.000059142,1.086339922,0,0.27564681,0.875289551,0.82,0.000002382,6.234993434,0.000000961,0.003790957,2.387932414,0.109558248,0.166218774,0,0.976982097,2.015376628,0.000001136,5.573146124,0.000000137,0.001442278,2.099739593,0.547129666,0.00000216,5.10779728,0.000000549,0.002909,2653.83,-1,0,-1,0,-512,-1,0,-1,0,0,1580.74
sat/gripper14u.cnf,4584,43390,4233,40010,0.082919915,0.08447888,0.17,0.10579855,0.692280522,0.638898489,0,1,0.854313719,0.000524538,0.721354441,0.000472478,0.010394519,0.299793061,0,0.92631842,0.930842289,0,0.000524538,0.760221153,0.00019995,0.002249438,1.24839101,0.4821738,0.272739758,0,0.936507937,1.708058267,0.000437653,0.919119064,0.000074981,0.002099475,1.504072642,0.926293427,0.000741853,0.551953742,0.000174956,0.003574106,0.04,0.000335827,2.174128634,0.000074981,0.016845789,1.863277293,0.270159378,0.401514116,0.00310142,0.666666667,1.792334285,0.81
sat/gss-20-s100.cnf,31503,94748,13726,56930,1.295133324,0.664289478,0.68,0.241103109,0.189743097,1.549173103,0,1,1.128568479,0.000215797,1.076866553,0.000145709,0.002404196,0.976527604,0,0.661531706,0.940909889,0.01,0.000215797,0.795696494,0.000122958,0.001949763,2.440654831,0.179762609,0.150363946,0,0.777777778,2.325198044,0.000148691,0.937605323,0.000035131,0.001563323,1.879514948,0.894185842,0.000405628,0.759920734,0.000070262,0.002160548,0.31,0.000433217,0.908661181,0.000087827,0.003723871,3.750629299,0.172547989,0.466071161,0.018578107,0.527777778,3.224731201,2.2
sat/gss-24-s100.cnf,31821,95735,14170,58933,1.245659845,0.624471858,0.76,0.240442536,0.193187109,1.533860957,0,1,1.14348549,0.000210917,1.083124272,0.000141143,0.002328864,0.990637203,0,0.656423396,0.939049429,0.01,0.000210917,0.801080253,0.000118779,0.001883495,2.472984196,0.183516753,0.153734891,0,0.777777778,2.372473339,0.000143403,0.935760198,0.000050905,0.001476253,1.874603733,0.889739195,0.000390204,0.759608275,0.000067874,0.002053179,0.32,0.000428582,0.913372531,0.000084842,0.0035464,3.791360982,0.172632966,0.466476789,0.019304639,0.527777778,3.232762333,2.42
sat/gss-26-s100.cnf,31942,96138,14277,59390,1.237304756,0.618757367,0.79,0.240394006,0.193836226,1.530366056,0,1,1.144194966,0.000209036,1.080121452,0.000140085,0.00231141,0.990590577,0,0.655076612,0.939316383,0,0.000209036,0.798494525,0.000117865,0.001869002,2.463501537,0.182857951,0.152743636,0,0.777777778,2.367386354,0.000142258,0.932952556,0.000050514,0.001464893,1.877856297,0.889004883,0.000386548,0.759579808,0.000067351,0.002054218,0.33,0.000423521,0.909945804,0.000084189,0.003519111,3.780637448,0.172699894,0.46564735,0.019304639,0.527777778,3.236857388,2.41
sat/gss-27-s100.cnf,31951,96161,14275,59330,1.238248687,0.620782066,0.8,0.240603405,0.193356427,1.532306491,0,1,1.139768473,0.00020831,1.071697088,0.000140105,0.002311734,0.984977682,0,0.655705377,0.940182033,0,0.00020831,0.798426937,0.000117984,0.001870892,2.449633037,0.180741638,0.151167239,0,0.777777778,2.342717166,0.000142405,0.933011168,0.000050565,0.001466375,1.877574406,0.889819653,0.000387021,0.759343418,0.00006742,0.002056295,0.33,0.000421142,0.907450621,0.000084274,0.003472105,3.768571963,0.172648376,0.465097471,0.019304639,0.527777778,3.232119314,2.36
sat/gss-28-s100.cnf,32151,96786,14331,59532,1.243458237,0.625781093,0.63,0.240727676,0.193322605,1.53147213,0,1,1.139458652,0.000207146,1.068688418,0.000139558,0.0023027,0.985380608,0,0.655076262,0.940166633,0,0.000207146,0.796388676,0.000117584,0.001864543,2.445160402,0.179595526,0.150691015,0,0.777777778,2.333563104,0.000141753,0.92869684,0.000050393,0.001461399,1.876929665,0.88910166,0.000385612,0.760171076,0.000083988,0.002049318,0.34,0.000417295,0.907076897,0.000083988,0.003208359,3.754765463,0.172968146,0.465030221,0.018704175,0.527777778,3.233451591,2.33
sat/gss-29-s100.cnf,32219,96996,14396,59843,1.238052237,0.620841201,0.63,0.240562806,0.194190839,1.528381965,0,1,1.145410235,0.000207461,1.07900527,0.000138927,0.002292303,0.992100426,0,0.65402804,0.93907391,0,0.000207461,0.794445638,0.000116973,0.001854854,2.461165857,0.183142696,0.152691371,0,0.777777778,2.358272009,0.000140882,0.926688677,0.000050131,0.001453804,1.877097514,0.887639323,0.000382222,0.759276652,0.000083552,0.002038668,0.34,0.000418693,0.911793688,0.000083552,0.003492472,3.769990915,0.173545059,0.461223757,0.019304639,0.527777778,3.232444304,2.42
sat/gus-md5-10.cnf,69503,226618,28506,163265,1.438188452,0.388037853,0.64,0.174599577,0.409117127,0.454081048,0,1,1.057723991,0.000118678,0.178314373,0.000070161,0.000456044,0.881138131,0,0.06156249,0.555875417,0.01,0.000118678,0.584697323,0.000042875,0.000343001,2.349772088,0.0250721,0.042680975,0,0.666666667,1.056163158,0.000059338,0.533690287,0.000006125,0.0001715,2.037581611,0.512694086,0.000046683,0.454829801,0.0000245,0.000165375,1.31,0.0002211,0.457374458,0.000030625,0.000765626,3.74917074,0.300439304,0.174807371,0.091809524,0.638095238,2.946368935,9.09
sat/gus-md5-12.cnf,69553,226752,28500,163329,1.44045614,0.388314384,0.62,0.174494425,0.409225143,0.453457776,0,1,1.057025378,0.000118731,0.178683081,0.000070175,0.000526316,0.880595449,0,0.061281218,0.555461676,0.02,0.000118731,0.584144708,0.000042858,0.000342866,2.349724819,0.025004304,0.04291144,0,0.666666667,1.054896009,0.000059354,0.533394939,0.000006123,0.000171433,2.038232435,0.512542169,0.000046701,0.455053673,0.00002449,0.000177556,1.29,0.000221144,0.456781983,0.000036736,0.000863288,3.748692246,0.300332015,0.174662403,0.087204076,0.638095238,2.945076927,9.09
sat/hitag2-8-60-0-0xb2021557d918860-94.cnf,2273,30117,2170,29888,0.047465438,0.007661938,0.06,0.07260439,0.314332237,0.853426992,0,1,1.755057491,0.002716902,0.314617982,0.000921659,0.003225806,1.0180072,0,0.142799786,0.165283726,0.01,0.002716902,1.806176564,0.000267666,0.041622056,2.941534854,0.038418439,0.053362682,0,0.269230769,1.816777484,0.000291688,1.70954169,0.000033458,0.005119111,2.53311957,0.204563704,0.000380684,1.211589611,0.000167291,0.003747323,0.01,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
sat/homer17.cnf,286,1742,260,1716,0.1,0.015151515,0,0.151515152,0.970332698,0.069239767,0.818181818,1,0.444889543,0.013986014,1.012660244,0.007692308,0.076923077,0.496091745,0,0.827505828,0.827505828,0,0.013986014,0,0.013986014,0.013986014,0,0,0,0,0,0,0.006365429,0.097427739,0.004662005,0.006993007,1.349682969,0.827505828,0.029989242,0.220562169,0.019230769,0.047202797,0,0.025225357,1.004840942,0.013403263,0.134032634,0.787434999,0.135078798,0.368518569,0.020854508,0.173333333,1.403858486,0.24
sat/ibm-2002-23r-k90.cnf,222291,928885,72382,523319,2.071081208,0.774988105,4.26,0.138313342,0.365026067,1.031403299,0,1,1.92039107,0.000047433,0.681190369,0.000027631,0.000524992,1.584107734,0,0.538512838,0.682197665,0.07,0.000047433,1.195461284,0.000011465,0.000642056,3.639773107,0.214673117,0.163767576,0,0.823529412,3.650813529,0.000021676,1.204661661,0.000001911,0.000250325,2.971456329,0.606572664,0.000052254,1.018689375,0.000007644,0.000643967,8.32,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
sat/k_unsat.cnf,7021,95854,7021,95854,0,0,0.14,0.073246813,0.086092738,2.173067553,0,1,0.591301154,0.000509735,0.191228749,0.00028486,0.000569719,0.820621986,0,0.112295783,0.308855134,0.01,0.000509735,0.696654847,0.00008346,0.001377094,3.548354871,0.059143705,0.050590814,0,0.285714286,2.473110826,0.000071054,0.978764596,0.000020865,0.000761575,2.173065068,0.200294197,0.000863391,0.739404922,0.00012519,0.002284725,0.09,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
sat/k2mul.miter.cnf,11680,74581,11527,74136,0.013273185,0.006002482,0.16,0.155484515,0.497917093,0.731531165,0,1,1.269498409,0.000294269,0.423458482,0.000173506,0.007547497,1.05859303,0,0.229739937,0.693590159,0,0.000294269,5.077681402,0.000134887,0.046374231,1.863148564,0.159814396,0.077297244,0,0.666666667,1.996942114,0.00007288,4.700457368,0.000013489,0.011438437,1.445394864,0.254518722,0.000164601,2.760421061,0.000080932,0.014635265,0.22,-1,0,-1,0,-512,-1,0,-1,0,0,20.03
sat/korf-18.cnf,7794,186934,6866,185107,0.135158753,0.009869967,0.66,0.03709206,0.87359876,0.354070008,0,1,0.561196551,0.001022532,0.613532352,0.00029129,0.008010486,2.122711357,0,0.094275203,0.179328713,0.03,0.001022532,3.523811989,0.000037816,0.018459594,1.737205723,0.366191345,0.216874547,0.25,0.993421053,1.286786464,0.000859916,4.080618628,0.000010805,0.018329939,1.567078412,0.941957895,0.000181608,1.234469349,0.000113448,0.002290567,0.17,-1,0,-1,0,-512,-1,0,-1,0,0,20.07
sat/li-exam-61.cnf,28147,108436,22575,94790,0.246821705,0.143960333,0.37,0.238158034,0.40423785,0.519751487,0,1,1.149146111,0.000165576,1.570632784,0.000088594,0.00744186,1.032220362,0,0.10637198,0.618778352,0.01,0.000165576,0.332470246,0.000063298,0.002352569,2.091274546,0.127533148,0.229729923,0,0.97309417,1.663409096,0.000073146,0.415054286,0.00001055,0.000105496,1.503421209,0.524116468,0.000550025,2.158268775,0.000052748,0.027144214,0.83,0.000227512,0.797495436,0.000073847,0.005032176,2.976585811,0.369292915,0.209806521,0.010284358,0.694444444,3.102146709,3.79
sat/li-exam-61.shuffled-as.sat03-366.cnf,28147,108436,22582,94840,0.246435214,0.143357233,0.47,0.238106284,0.453948056,0.747884583,0,1,1.405635053,0.00016577,1.560444278,0.000088566,0.007439554,1.034377701,0,0.106484606,0.618778996,0.02,0.00016577,0.338490245,0.000042176,0.002288064,2.100983063,0.127995917,0.230638967,0,1,1.668914259,0.000061969,0.372505314,0.000010544,0.000105441,2.1351197,0.45403838,0.00055109,2.171949168,0.000042176,0.027108815,0.85,0.000227719,0.794923207,0.000042176,0.004966259,2.980414655,0.369013885,0.211228416,0.009564249,0.709090909,3.105299588,5.06
sat/li-exam-62.cnf,28147,108436,22577,94799,0.246711255,0.143851728,0.39,0.238156521,0.404276829,0.519634443,0,1,1.149005909,0.000165556,1.570610131,0.000088586,0.007441201,1.03210906,0,0.106330236,0.618898934,0.01,0.000165556,0.332483823,0.000063292,0.002352345,2.090996297,0.127521179,0.22972434,0,0.97309417,1.663000966,0.000073141,0.415035816,0.000010549,0.000105486,1.503912685,0.524119453,0.00054993,2.158358443,0.000052743,0.027141637,0.83,0.000227483,0.797498643,0.00007384,0.005031699,2.976275091,0.3692708,0.209791928,0.010284358,0.694444444,3.102164465,3.8
