@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute ALL numeric

@data
UAutomizer_4BitCounterPointer_true-termination_true-valid-memsafetyc_Abstraction1.wcnf,1,0.34
UAutomizer_AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflowc_Abstraction1.wcnf,1,0
UAutomizer_c03-alloca_true-termination_true-no-overflowci_Abstraction3.wcnf,1,0.42
UAutomizer_CookSeeZuleger-2013TACAS-Fig7b-alloca_true-terminationci_Abstraction3.wcnf,1,0.56
UAutomizer_cstrpbrk_diffterm_alloca_true-terminationci_Abstraction4.wcnf,1,0.09
UAutomizer_ll_append-alloca_false-terminationci_Abstraction1.wcnf,1,0.35
UAutomizer_LogAG_true-termination_true-no-overflowc_Abstraction2.wcnf,1,0
UAutomizer_NestedRecursion_2b_false-termination_true-valid-memsafetyc_Abstraction2.wcnf,1,0.51
vga-debugdimacs.wcnf,1,400.06
wb_4m8s3dimacsfiltered.wcnf,1,1200
wb_conmax3dimacsfiltered.wcnf,1,935.36
wb-debugdimacs.wcnf,1,0.16
wb1dimacsfiltered.wcnf,1,0.04
wdbc_train_0_CNF_3_1.wcnf,1,0.45
wdbc_train_1_CNF_1_1.wcnf,1,0.08
we.wcnf,1,1200
wolfram72_1.wcnf,1,0.69
wolfram72_5.wcnf,1,0.69
wolfram72_7.wcnf,1,0.69
wolfram72_8.wcnf,1,0.7
wolfram72_9.wcnf,1,0.7
wolfram80_1.wcnf,1,1.01
wolfram80_5.wcnf,1,1.02
wolfram80_6.wcnf,1,1.02
wolfram80_9.wcnf,1,1
wqueens14_12wcspdir.wcnf,1,0
wqueens16_14wcspdir.wcnf,1,0.01
wqueens18_16wcspdir.wcnf,1,0.02
